Times,NpuID(Idx),ChipId(Idx),Pwr(W),Temp(C),AI Core(%),AI Cpu(%),Ctrl Cpu(%),Memory(%),Memory BW(%),Adjusted CPU Power (W),CPU Energy (J),Total Energy (J)
79,0,0,8.5,48,0,45,96,83,3,27.78571429,12.50357143,12.50357143
80,0,0,8.4,48,0,32,98,83,2,27.78571429,8.891428571,8.891428571
81,0,0,8.3,48,0,25,94,83,2,27.78571429,6.946428571,6.946428571
82,0,0,8.3,48,0,12,98,83,4,27.78571429,3.334285714,3.334285714
83,0,0,8.3,48,0,15,95,83,6,27.78571429,4.167857143,4.167857143
84,0,0,8.3,48,0,29,94,83,3,27.78571429,8.057857143,8.057857143
85,0,0,8.3,48,0,20,94,83,4,27.78571429,5.557142857,5.557142857
86,0,0,8.3,48,0,12,96,83,3,27.78571429,3.334285714,3.334285714
87,0,0,8.3,48,0,21,94,83,3,27.78571429,5.835,5.835
88,0,0,8.2,48,0,21,98,83,6,27.78571429,5.835,5.835
89,0,0,8.3,48,0,20,86,84,8,27.78571429,5.557142857,5.557142857
90,0,0,8.2,48,0,15,75,84,6,27.78571429,4.167857143,4.167857143
91,0,0,8.3,48,0,12,65,84,8,27.78571429,3.334285714,3.334285714
92,0,0,8.3,48,0,24,70,82,2,27.78571429,6.668571429,6.668571429
93,0,0,8.4,48,0,19,92,82,4,27.78571429,5.279285714,5.279285714
94,0,0,8.3,48,0,13,95,82,3,27.78571429,3.612142857,3.612142857
95,0,0,8.3,48,0,34,95,82,2,27.78571429,9.447142857,9.447142857
96,0,0,8.3,48,0,37,95,82,5,27.78571429,10.28071429,10.28071429
97,0,0,8.4,48,0,23,95,82,6,27.78571429,6.390714286,6.390714286
98,0,0,8.3,48,0,13,93,82,2,27.78571429,3.612142857,3.612142857
99,0,0,8.3,48,0,16,95,82,3,27.78571429,4.445714286,4.445714286
100,0,0,8.3,48,0,50,96,82,2,27.78571429,13.89285714,13.89285714
