Times,CPU Temperature (°C),CPU Usage (%),Adjusted CPU Power (W),CPU Energy (J),GPU Temperature (°C),GPU Usage (%),Adjusted GPU Power (W),GPU Energy (J),Total Energy (J)
421,45,1.55,115,1.79,63,93,110,102.3,104.09
422,45,1.55,115,1.79,65,94,110,103.4,105.19
423,45,1.55,115,1.79,64,94,110,103.4,105.19
424,45,1.55,115,1.79,64,97,110,106.7,108.49
425,45,1.55,115,1.79,61,90,110,99,100.79
426,45,1.55,115,1.79,60,0,110,0,1.79
427,45,1.55,115,1.79,60,30,110,33,34.79
428,45,1.55,115,1.79,63,72,110,79.2,80.99
429,45,1.55,115,1.79,60,9,110,9.9,11.69
430,45,1.55,115,1.79,63,92,110,101.2,102.99
431,45,1.55,115,1.79,63,94,110,103.4,105.19
432,45,1.55,115,1.79,62,81,110,89.1,90.89
433,45,1.55,115,1.79,60,6,110,6.6,8.39
434,45,1.55,115,1.79,60,40,110,44,45.79
435,45,1.55,115,1.79,62,97,110,106.7,108.49
436,45,1.55,115,1.79,63,93,110,102.3,104.09
437,45,1.55,115,1.79,63,97,110,106.7,108.49
438,45,1.55,115,1.79,63,92,110,101.2,102.99
439,45,1.55,115,1.79,63,97,110,106.7,108.49
440,45,1.55,115,1.79,62,55,110,60.5,62.29
441,45,1.55,115,1.79,63,59,110,64.9,66.69
442,45,1.55,115,1.79,64,96,110,105.6,107.39
443,45,1.55,115,1.79,64,97,110,106.7,108.49
444,45,1.55,115,1.79,64,92,110,101.2,102.99
445,45,1.55,115,1.79,67,93,110,102.3,104.09
446,45,1.55,115,1.79,68,93,110,102.3,104.09
447,45,1.55,115,1.79,64,95,110,104.5,106.29
448,45,1.55,115,1.79,64,92,110,101.2,102.99
449,45,1.55,115,1.79,64,92,110,101.2,102.99
450,45,1.55,115,1.79,63,92,110,101.2,102.99
451,45,1.55,115,1.79,63,91,110,100.1,101.89
452,45,1.55,115,1.79,65,92,110,101.2,102.99
453,45,1.55,115,1.79,63,91,110,100.1,101.89
454,45,1.55,115,1.79,64,92,110,101.2,102.99
455,45,1.55,115,1.79,63,92,110,101.2,102.99
456,45,1.55,115,1.79,64,92,110,101.2,102.99
457,45,1.55,115,1.79,63,92,110,101.2,102.99
458,45,1.55,115,1.79,64,92,110,101.2,102.99
459,45,1.55,115,1.79,63,91,110,100.1,101.89
460,45,1.55,115,1.79,63,92,110,101.2,102.99
461,45,1.55,115,1.79,63,92,110,101.2,102.99
462,45,1.55,115,1.79,63,91,110,100.1,101.89
463,45,1.55,115,1.79,63,92,110,101.2,102.99
464,45,1.55,115,1.79,63,92,110,101.2,102.99
465,45,1.55,115,1.79,60,17,110,18.7,20.49
466,45,1.55,115,1.79,60,0,110,0,1.79
467,45,1.55,115,1.79,60,12,110,13.2,14.99
468,45,1.55,115,1.79,62,79,110,86.9,88.69
469,45,1.55,115,1.79,60,6,110,6.6,8.39
470,45,1.55,115,1.79,63,95,110,104.5,106.29
471,45,1.55,115,1.79,63,94,110,103.4,105.19
472,45,1.55,115,1.79,63,90,110,99,100.79
473,45,1.55,115,1.79,62,15,110,16.5,18.29
474,45,1.55,115,1.79,60,7,110,7.7,9.49
475,45,1.55,115,1.79,63,93,110,102.3,104.09
476,45,1.55,115,1.79,64,94,110,103.4,105.19
477,45,1.55,115,1.79,61,97,110,106.7,108.49
478,45,1.55,115,1.79,63,96,110,105.6,107.39
479,45,1.55,115,1.79,63,95,110,104.5,106.29
480,45,1.55,115,1.79,63,94,110,103.4,105.19
481,45,1.55,115,1.79,63,95,110,104.5,106.29
482,45,1.55,115,1.79,63,95,110,104.5,106.29
483,45,1.55,115,1.79,64,95,110,104.5,106.29
484,45,1.55,115,1.79,64,96,110,105.6,107.39
485,45,1.55,115,1.79,67,93,110,102.3,104.09
486,45,1.55,115,1.79,68,93,110,102.3,104.09
487,45,1.55,115,1.79,64,93,110,102.3,104.09
488,45,1.55,115,1.79,63,93,110,102.3,104.09
489,45,1.55,115,1.79,64,94,110,103.4,105.19
490,45,1.55,115,1.79,63,97,110,106.7,108.49
491,45,1.55,115,1.79,63,96,110,105.6,107.39
492,45,1.55,115,1.79,64,94,110,103.4,105.19
493,45,1.55,115,1.79,64,94,110,103.4,105.19
494,45,1.55,115,1.79,63,94,110,103.4,105.19
495,45,1.55,115,1.79,63,97,110,106.7,108.49
