Times,Average Energy (W)
1,35.402
2,55.55333333
3,33.00333333
4,52.899
5,53.41116667
6,48.21166667
7,58.91833333
8,58.92383333
9,47.72666667
10,44.73833333
11,61.29366667
12,51.20166667
13,38.24
14,55.36333333
15,44.11283333
16,55.85
17,61.735
18,38.78166667
19,54.265
20,49.535
21,52.285
22,53.88383333
23,53.35833333
24,51.855
25,51.03
26,46.19666667
27,46.23666667
28,55.055
29,54.59733333
30,46.77833333
,50.34806667
