Times,CPU Temperature (°„C),CPU Usage (%),Adjusted CPU Power (W),CPU Energy (J),GPU Temperature (°„C),GPU Usage (%),Adjusted GPU Power (W),GPU Energy (J),Total Energy (J)
721,45,1.69,115,1.94,56,0,110,0,1.94
722,45,1.69,115,1.94,59,45,110,49.5,51.44
723,45,1.69,115,1.94,56,0,110,0,1.94
724,45,1.69,115,1.94,56,12,110,13.2,15.14
725,45,1.69,115,1.94,55,0,110,0,1.94
726,45,1.69,115,1.94,56,39,110,42.9,44.84
727,45,1.69,115,1.94,55,17,110,18.7,20.64
728,45,1.69,115,1.94,60,41,110,45.1,47.04
729,45,1.69,115,1.94,55,15,110,16.5,18.44
730,45,1.69,115,1.94,55,37,110,40.7,42.64
731,45,1.69,115,1.94,60,17,110,18.7,20.64
732,45,1.69,115,1.94,57,54,110,59.4,61.34
733,45,1.69,115,1.94,55,20,110,22,23.94
734,45,1.69,115,1.94,57,62,110,68.2,70.14
735,45,1.69,115,1.94,58,48,110,52.8,54.74
736,45,1.69,115,1.94,55,16,110,17.6,19.54
737,45,1.69,115,1.94,55,0,110,0,1.94
738,45,1.69,115,1.94,59,44,110,48.4,50.34
739,45,1.69,115,1.94,54,0,110,0,1.94
740,45,1.69,115,1.94,59,50,110,55,56.94
741,45,1.69,115,1.94,54,11,110,12.1,14.04
742,45,1.69,115,1.94,54,0,110,0,1.94
743,45,1.69,115,1.94,62,94,110,103.4,105.34
744,45,1.69,115,1.94,63,93,110,102.3,104.24
745,45,1.69,115,1.94,62,93,110,102.3,104.24
746,45,1.69,115,1.94,63,93,110,102.3,104.24
747,45,1.69,115,1.94,63,93,110,102.3,104.24
748,45,1.69,115,1.94,63,94,110,103.4,105.34
749,45,1.69,115,1.94,63,94,110,103.4,105.34
750,45,1.69,115,1.94,64,93,110,102.3,104.24
751,45,1.69,115,1.94,64,93,110,102.3,104.24
752,45,1.69,115,1.94,62,69,110,75.9,77.84
753,45,1.69,115,1.94,56,0,110,0,1.94
754,45,1.69,115,1.94,55,0,110,0,1.94
755,45,1.69,115,1.94,55,18,110,19.8,21.74
756,45,1.69,115,1.94,61,51,110,56.1,58.04
757,45,1.69,115,1.94,58,23,110,25.3,27.24
758,45,1.69,115,1.94,55,0,110,0,1.94
759,45,1.69,115,1.94,54,0,110,0,1.94
760,45,1.69,115,1.94,57,51,110,56.1,58.04
761,45,1.69,115,1.94,57,44,110,48.4,50.34
762,45,1.69,115,1.94,55,14,110,15.4,17.34
763,45,1.69,115,1.94,54,5,110,5.5,7.44
764,45,1.69,115,1.94,57,11,110,12.1,14.04
765,45,1.69,115,1.94,54,21,110,23.1,25.04
766,45,1.69,115,1.94,54,5,110,5.5,7.44
767,45,1.69,115,1.94,59,0,110,0,1.94
768,45,1.69,115,1.94,56,49,110,53.9,55.84
769,45,1.69,115,1.94,58,47,110,51.7,53.64
770,45,1.69,115,1.94,54,0,110,0,1.94
771,45,1.69,115,1.94,54,8,110,8.8,10.74
772,45,1.69,115,1.94,54,0,110,0,1.94
773,45,1.69,115,1.94,56,56,110,61.6,63.54
774,45,1.69,115,1.94,54,13,110,14.3,16.24
775,45,1.69,115,1.94,58,39,110,42.9,44.84
776,45,1.69,115,1.94,56,48,110,52.8,54.74
777,45,1.69,115,1.94,54,9,110,9.9,11.84
778,45,1.69,115,1.94,58,19,110,20.9,22.84
779,45,1.69,115,1.94,54,0,110,0,1.94
780,45,1.69,115,1.94,54,12,110,13.2,15.14
781,45,1.69,115,1.94,54,0,110,0,1.94
782,45,1.69,115,1.94,59,49,110,53.9,55.84
783,45,1.69,115,1.94,57,13,110,14.3,16.24
784,45,1.69,115,1.94,62,64,110,70.4,72.34
785,45,1.69,115,1.94,61,93,110,102.3,104.24
786,45,1.69,115,1.94,62,93,110,102.3,104.24
787,45,1.69,115,1.94,62,94,110,103.4,105.34
788,45,1.69,115,1.94,62,93,110,102.3,104.24
789,45,1.69,115,1.94,63,94,110,103.4,105.34
790,45,1.69,115,1.94,63,94,110,103.4,105.34
791,45,1.69,115,1.94,63,94,110,103.4,105.34
792,45,1.69,115,1.94,63,94,110,103.4,105.34
793,45,1.69,115,1.94,64,93,110,102.3,104.24
794,45,1.69,115,1.94,64,94,110,103.4,105.34
795,45,1.69,115,1.94,64,93,110,102.3,104.24
796,45,1.69,115,1.94,64,93,110,102.3,104.24
797,45,1.69,115,1.94,64,95,110,104.5,106.44
798,45,1.69,115,1.94,63,51,110,56.1,58.04
799,45,1.69,115,1.94,57,0,110,0,1.94
800,45,1.69,115,1.94,56,0,110,0,1.94
801,45,1.69,115,1.94,56,30,110,33,34.94
802,45,1.69,115,1.94,61,47,110,51.7,53.64
803,45,1.69,115,1.94,58,47,110,51.7,53.64
804,45,1.69,115,1.94,56,0,110,0,1.94
805,45,1.69,115,1.94,55,0,110,0,1.94
806,45,1.69,115,1.94,56,59,110,64.9,66.84
807,45,1.69,115,1.94,57,43,110,47.3,49.24
808,45,1.69,115,1.94,55,0,110,0,1.94
809,45,1.69,115,1.94,57,29,110,31.9,33.84
810,45,1.69,115,1.94,55,30,110,33,34.94
811,45,1.69,115,1.94,54,0,110,0,1.94
812,45,1.69,115,1.94,54,0,110,0,1.94
813,45,1.69,115,1.94,56,46,110,50.6,52.54
814,45,1.69,115,1.94,55,31,110,34.1,36.04
815,45,1.69,115,1.94,59,51,110,56.1,58.04
816,45,1.69,115,1.94,54,0,110,0,1.94
817,45,1.69,115,1.94,55,47,110,51.7,53.64
818,45,1.69,115,1.94,54,21,110,23.1,25.04
819,45,1.69,115,1.94,56,44,110,48.4,50.34
820,45,1.69,115,1.94,59,33,110,36.3,38.24
821,45,1.69,115,1.94,56,49,110,53.9,55.84
822,45,1.69,115,1.94,56,54,110,59.4,61.34
823,45,1.69,115,1.94,61,51,110,56.1,58.04
824,45,1.69,115,1.94,55,18,110,19.8,21.74
825,45,1.69,115,1.94,54,3,110,3.3,5.24
826,45,1.69,115,1.94,54,34,110,37.4,39.34
827,45,1.69,115,1.94,54,0,110,0,1.94
828,45,1.69,115,1.94,54,9,110,9.9,11.84
829,45,1.69,115,1.94,55,48,110,52.8,54.74
830,45,1.69,115,1.94,61,94,110,103.4,105.34
831,45,1.69,115,1.94,62,93,110,102.3,104.24
832,45,1.69,115,1.94,62,93,110,102.3,104.24
833,45,1.69,115,1.94,62,94,110,103.4,105.34
834,45,1.69,115,1.94,63,93,110,102.3,104.24
835,45,1.69,115,1.94,63,93,110,102.3,104.24
836,45,1.69,115,1.94,63,94,110,103.4,105.34
837,45,1.69,115,1.94,56,8,110,8.8,10.74
838,45,1.69,115,1.94,55,0,110,0,1.94
839,45,1.69,115,1.94,54,0,110,0,1.94
840,45,1.69,115,1.94,55,34,110,37.4,39.34
841,45,1.69,115,1.94,60,29,110,31.9,33.84
842,45,1.69,115,1.94,55,0,110,0,1.94
843,45,1.69,115,1.94,54,0,110,0,1.94
844,45,1.69,115,1.94,58,19,110,20.9,22.84
845,45,1.69,115,1.94,58,59,110,64.9,66.84
846,45,1.69,115,1.94,55,13,110,14.3,16.24
847,45,1.69,115,1.94,54,21,110,23.1,25.04
848,45,1.69,115,1.94,55,8,110,8.8,10.74
849,45,1.69,115,1.94,54,21,110,23.1,25.04
850,45,1.69,115,1.94,54,14,110,15.4,17.34
851,45,1.69,115,1.94,53,0,110,0,1.94
852,45,1.69,115,1.94,56,39,110,42.9,44.84
853,45,1.69,115,1.94,58,50,110,55,56.94
854,45,1.69,115,1.94,54,0,110,0,1.94
855,45,1.69,115,1.94,53,8,110,8.8,10.74
856,45,1.69,115,1.94,53,0,110,0,1.94
857,45,1.69,115,1.94,59,60,110,66,67.94
858,45,1.69,115,1.94,53,10,110,11,12.94
859,45,1.69,115,1.94,57,31,110,34.1,36.04
860,45,1.69,115,1.94,54,22,110,24.2,26.14
861,45,1.69,115,1.94,58,29,110,31.9,33.84
862,45,1.69,115,1.94,56,50,110,55,56.94
863,45,1.69,115,1.94,53,21,110,23.1,25.04
864,45,1.69,115,1.95,55,28,110,30.8,32.75
865,45,1.69,115,1.95,53,21,110,23.1,25.05
866,45,1.69,115,1.95,58,50,110,55,56.95
867,45,1.69,115,1.95,54,44,110,48.4,50.35
868,45,1.69,115,1.95,63,100,110,110,111.95
869,45,1.69,115,1.95,61,94,110,103.4,105.35
870,45,1.69,115,1.95,61,94,110,103.4,105.35
871,45,1.69,115,1.95,62,94,110,103.4,105.35
872,45,1.69,115,1.95,62,95,110,104.5,106.45
873,45,1.69,115,1.95,62,93,110,102.3,104.25
874,45,1.69,115,1.95,62,94,110,103.4,105.35
875,45,1.69,115,1.95,63,93,110,102.3,104.25
876,45,1.69,115,1.95,63,93,110,102.3,104.25
877,45,1.69,115,1.95,63,94,110,103.4,105.35
878,45,1.69,115,1.95,63,92,110,101.2,103.15
879,45,1.69,115,1.95,63,94,110,103.4,105.35
880,45,1.69,115,1.95,59,94,110,103.4,105.35
881,45,1.69,115,1.95,56,0,110,0,1.95
882,45,1.69,115,1.95,55,0,110,0,1.95
883,45,1.69,115,1.95,55,1,110,1.1,3.05
884,45,1.69,115,1.95,57,46,110,50.6,52.55
885,45,1.69,115,1.95,56,49,110,53.9,55.85
886,45,1.69,115,1.95,55,0,110,0,1.95
887,45,1.69,115,1.95,54,0,110,0,1.95
888,45,1.69,115,1.95,58,49,110,53.9,55.85
889,45,1.69,115,1.95,57,50,110,55,56.95
890,45,1.69,115,1.95,55,0,110,0,1.95
891,45,1.69,115,1.95,60,34,110,37.4,39.35
892,45,1.69,115,1.95,55,54,110,59.4,61.35
893,45,1.69,115,1.95,54,9,110,9.9,11.85
894,45,1.69,115,1.95,54,0,110,0,1.95
895,45,1.69,115,1.95,56,48,110,52.8,54.75
896,45,1.69,115,1.95,54,8,110,8.8,10.75
897,45,1.69,115,1.95,56,62,110,68.2,70.15
898,45,1.69,115,1.95,54,0,110,0,1.95
899,45,1.69,115,1.95,54,19,110,20.9,22.85
900,45,1.69,115,1.95,57,0,110,0,1.95
901,45,1.69,115,1.95,57,51,110,56.1,58.05
902,45,1.69,115,1.95,55,55,110,60.5,62.45
903,45,1.69,115,1.95,56,48,110,52.8,54.75
904,45,1.69,115,1.95,59,54,110,59.4,61.35
905,45,1.69,115,1.95,60,49,110,53.9,55.85
906,45,1.69,115,1.95,54,30,110,33,34.95
907,45,1.69,115,1.95,57,22,110,24.2,26.15
908,45,1.69,115,1.95,54,19,110,20.9,22.85
909,45,1.69,115,1.95,57,0,110,0,1.95
910,45,1.69,115,1.95,54,11,110,12.1,14.05
911,45,1.69,115,1.95,54,30,110,33,34.95
912,45,1.69,115,1.95,61,94,110,103.4,105.35
913,45,1.69,115,1.95,61,93,110,102.3,104.25
914,45,1.69,115,1.95,62,94,110,103.4,105.35
915,45,1.69,115,1.95,62,93,110,102.3,104.25
916,45,1.69,115,1.95,62,93,110,102.3,104.25
917,45,1.69,115,1.95,62,94,110,103.4,105.35
918,45,1.69,115,1.95,63,94,110,103.4,105.35
919,45,1.69,115,1.95,63,93,110,102.3,104.25
920,45,1.69,115,1.95,63,94,110,103.4,105.35
921,45,1.69,115,1.95,63,93,110,102.3,104.25
922,45,1.69,115,1.95,63,93,110,102.3,104.25
923,45,1.69,115,1.95,64,94,110,103.4,105.35
924,45,1.69,115,1.95,64,94,110,103.4,105.35
925,45,1.69,115,1.95,64,94,110,103.4,105.35
926,45,1.69,115,1.95,63,53,110,58.3,60.25
927,45,1.69,115,1.95,56,0,110,0,1.95
928,45,1.69,115,1.95,56,0,110,0,1.95
929,45,1.69,115,1.95,55,30,110,33,34.95
930,45,1.69,115,1.95,56,41,110,45.1,47.05
931,45,1.69,115,1.95,59,39,110,42.9,44.85
932,45,1.69,115,1.95,55,0,110,0,1.95
933,45,1.69,115,1.95,55,0,110,0,1.95
934,45,1.69,115,1.95,59,35,110,38.5,40.45
935,45,1.69,115,1.95,60,53,110,58.3,60.25
936,45,1.69,115,1.95,55,14,110,15.4,17.35
937,45,1.69,115,1.95,58,33,110,36.3,38.25
938,45,1.69,115,1.95,57,48,110,52.8,54.75
939,45,1.69,115,1.95,54,21,110,23.1,25.05
940,45,1.69,115,1.95,54,0,110,0,1.95
941,45,1.69,115,1.95,56,34,110,37.4,39.35
942,45,1.69,115,1.95,60,54,110,59.4,61.35
943,45,1.69,115,1.95,57,49,110,53.9,55.85
944,45,1.69,115,1.95,54,0,110,0,1.95
945,45,1.69,115,1.95,58,49,110,53.9,55.85
946,45,1.69,115,1.95,54,15,110,16.5,18.45
947,45,1.69,115,1.95,57,61,110,67.1,69.05
948,45,1.69,115,1.95,57,35,110,38.5,40.45
949,45,1.69,115,1.95,55,43,110,47.3,49.25
950,45,1.69,115,1.95,55,11,110,12.1,14.05
951,45,1.69,115,1.95,59,44,110,48.4,50.35
952,45,1.69,115,1.95,56,52,110,57.2,59.15
953,45,1.69,115,1.95,54,0,110,0,1.95
954,45,1.69,115,1.95,59,36,110,39.6,41.55
955,45,1.7,115,1.95,53,21,110,23.1,25.05
956,45,1.7,115,1.95,59,50,110,55,56.95
957,45,1.7,115,1.95,55,53,110,58.3,60.25
958,45,1.7,115,1.95,64,100,110,110,111.95
959,45,1.7,115,1.95,61,94,110,103.4,105.35
960,45,1.7,115,1.95,62,93,110,102.3,104.25
961,45,1.7,115,1.95,62,94,110,103.4,105.35
962,45,1.7,115,1.95,62,93,110,102.3,104.25
963,45,1.7,115,1.95,62,94,110,103.4,105.35
964,45,1.7,115,1.95,63,94,110,103.4,105.35
965,45,1.7,115,1.95,63,93,110,102.3,104.25
966,45,1.7,115,1.95,63,93,110,102.3,104.25
967,45,1.7,115,1.95,64,94,110,103.4,105.35
968,45,1.7,115,1.95,64,94,110,103.4,105.35
969,45,1.7,115,1.95,64,94,110,103.4,105.35
970,45,1.7,115,1.95,64,93,110,102.3,104.25
971,45,1.7,115,1.95,63,39,110,42.9,44.85
972,45,1.7,115,1.95,56,0,110,0,1.95
973,45,1.7,115,1.95,55,0,110,0,1.95
974,45,1.7,115,1.95,55,30,110,33,34.95
975,45,1.7,115,1.95,61,35,110,38.5,40.45
976,45,1.7,115,1.95,57,49,110,53.9,55.85
977,45,1.7,115,1.95,55,0,110,0,1.95
978,45,1.7,115,1.95,54,0,110,0,1.95
979,45,1.7,115,1.95,58,57,110,62.7,64.65
980,45,1.7,115,1.95,61,50,110,55,56.95
981,45,1.7,115,1.95,55,0,110,0,1.95
982,45,1.7,115,1.95,56,33,110,36.3,38.25
983,45,1.7,115,1.95,55,27,110,29.7,31.65
984,45,1.7,115,1.95,54,0,110,0,1.95
985,45,1.7,115,1.95,54,0,110,0,1.95
986,45,1.7,115,1.95,58,43,110,47.3,49.25
987,45,1.7,115,1.95,57,48,110,52.8,54.75
988,45,1.7,115,1.95,59,54,110,59.4,61.35
989,45,1.7,115,1.95,54,0,110,0,1.95
990,45,1.7,115,1.95,57,48,110,52.8,54.75
991,45,1.7,115,1.95,53,21,110,23.1,25.05
992,45,1.7,115,1.95,60,40,110,44,45.95
993,45,1.7,115,1.95,59,49,110,53.9,55.85
994,45,1.7,115,1.95,58,46,110,50.6,52.55
995,45,1.7,115,1.95,60,40,110,44,45.95
996,45,1.7,115,1.95,56,52,110,57.2,59.15
997,45,1.7,115,1.95,54,57,110,62.7,64.65
998,45,1.7,115,1.95,53,9,110,9.9,11.85
999,45,1.7,115,1.95,54,31,110,34.1,36.05
1000,45,1.7,115,1.95,53,0,110,0,1.95
1001,45,1.7,115,1.95,54,8,110,8.8,10.75
1002,45,1.7,115,1.95,54,52,110,57.2,59.15
1003,45,1.7,115,1.95,61,98,110,107.8,109.75
1004,45,1.7,115,1.95,61,93,110,102.3,104.25
1005,45,1.7,115,1.95,62,93,110,102.3,104.25
1006,45,1.7,115,1.95,62,93,110,102.3,104.25
1007,45,1.7,115,1.95,62,93,110,102.3,104.25
1008,45,1.7,115,1.95,62,94,110,103.4,105.35
1009,45,1.7,115,1.95,63,92,110,101.2,103.15
1010,45,1.7,115,1.95,63,94,110,103.4,105.35
1011,45,1.7,115,1.95,63,94,110,103.4,105.35
1012,45,1.7,115,1.95,63,93,110,102.3,104.25
1013,45,1.7,115,1.95,64,94,110,103.4,105.35
1014,45,1.7,115,1.95,64,93,110,102.3,104.25
1015,45,1.7,115,1.95,64,94,110,103.4,105.35
1016,45,1.7,115,1.95,64,95,110,104.5,106.45
1017,45,1.7,115,1.95,64,94,110,103.4,105.35
1018,45,1.7,115,1.95,58,0,110,0,1.95
1019,45,1.7,115,1.95,56,0,110,0,1.95
1020,45,1.7,115,1.95,56,0,110,0,1.95
1021,45,1.7,115,1.95,59,29,110,31.9,33.85
1022,45,1.7,115,1.95,56,9,110,9.9,11.85
1023,45,1.7,115,1.95,56,31,110,34.1,36.05
1024,45,1.7,115,1.95,55,10,110,11,12.95
1025,45,1.7,115,1.95,57,2,110,2.2,4.15
1026,45,1.7,115,1.95,59,51,110,56.1,58.05
1027,45,1.7,115,1.95,58,54,110,59.4,61.35
1028,45,1.7,115,1.95,55,0,110,0,1.95
1029,45,1.7,115,1.95,55,8,110,8.8,10.75
1030,45,1.7,115,1.95,54,0,110,0,1.95
1031,45,1.7,115,1.95,55,30,110,33,34.95
1032,45,1.7,115,1.95,54,0,110,0,1.95
1033,45,1.7,115,1.95,60,54,110,59.4,61.35
1034,45,1.7,115,1.95,58,47,110,51.7,53.65
1035,45,1.7,115,1.95,54,0,110,0,1.95
1036,45,1.7,115,1.95,54,9,110,9.9,11.85
1037,45,1.7,115,1.95,54,0,110,0,1.95
1038,45,1.7,115,1.95,57,65,110,71.5,73.45
1039,45,1.7,115,1.95,54,11,110,12.1,14.05
1040,45,1.7,115,1.95,59,49,110,53.9,55.85
1041,45,1.7,115,1.95,57,11,110,12.1,14.05
1042,45,1.7,115,1.95,56,35,110,38.5,40.45
1043,45,1.7,115,1.95,56,54,110,59.4,61.35
1044,45,1.7,115,1.95,54,0,110,0,1.95
1045,45,1.7,115,1.95,58,11,110,12.1,14.05
1046,45,1.7,115,1.95,54,21,110,23.1,25.05
1047,45,1.7,115,1.95,55,48,110,52.8,54.75
1048,45,1.7,115,1.95,56,55,110,60.5,62.45
1049,45,1.7,115,1.95,60,94,110,103.4,105.35
1050,45,1.7,115,1.95,61,93,110,102.3,104.25
1051,45,1.7,115,1.95,62,93,110,102.3,104.25
1052,45,1.7,115,1.95,62,93,110,102.3,104.25
1053,45,1.7,115,1.95,62,94,110,103.4,105.35
1054,45,1.7,115,1.95,62,93,110,102.3,104.25
1055,45,1.7,115,1.95,63,94,110,103.4,105.35
1056,45,1.7,115,1.95,63,94,110,103.4,105.35
1057,45,1.7,115,1.95,63,93,110,102.3,104.25
1058,45,1.7,115,1.95,56,0,110,0,1.95
1059,45,1.7,115,1.95,55,0,110,0,1.95
1060,45,1.7,115,1.95,54,0,110,0,1.95
1061,45,1.7,115,1.95,56,44,110,48.4,50.35
1062,45,1.7,115,1.95,59,33,110,36.3,38.25
1063,45,1.7,115,1.95,55,1,110,1.1,3.05
1064,45,1.7,115,1.95,54,10,110,11,12.95
1065,45,1.7,115,1.95,54,1,110,1.1,3.05
1066,45,1.7,115,1.95,58,49,110,53.9,55.85
1067,45,1.7,115,1.95,56,49,110,53.9,55.85
1068,45,1.7,115,1.95,54,20,110,22,23.95
1069,45,1.7,115,1.95,54,11,110,12.1,14.05
1070,45,1.7,115,1.95,54,0,110,0,1.95
1071,45,1.7,115,1.95,54,9,110,9.9,11.85
1072,45,1.7,115,1.95,53,21,110,23.1,25.05
1073,45,1.7,115,1.95,59,46,110,50.6,52.55
1074,45,1.7,115,1.95,55,49,110,53.9,55.85
1075,45,1.7,115,1.95,54,0,110,0,1.95
1076,45,1.7,115,1.95,53,9,110,9.9,11.85
1077,45,1.7,115,1.95,53,0,110,0,1.95
1078,45,1.7,115,1.95,57,65,110,71.5,73.45
1079,45,1.7,115,1.95,53,4,110,4.4,6.35
1080,45,1.7,115,1.95,57,53,110,58.3,60.25
1081,45,1.7,115,1.96,58,29,110,31.9,33.86
1082,45,1.7,115,1.96,55,36,110,39.6,41.56
1083,45,1.7,115,1.96,55,47,110,51.7,53.66
1084,45,1.7,115,1.96,53,6,110,6.6,8.56
1085,45,1.7,115,1.96,54,16,110,17.6,19.56
1086,45,1.7,115,1.96,53,0,110,0,1.96
1087,45,1.7,115,1.96,58,47,110,51.7,53.66
1088,45,1.7,115,1.96,55,53,110,58.3,60.26
1089,45,1.7,115,1.96,63,100,110,110,111.96
1090,45,1.7,115,1.96,61,93,110,102.3,104.26
1091,45,1.7,115,1.96,61,93,110,102.3,104.26
1092,45,1.7,115,1.96,62,93,110,102.3,104.26
1093,45,1.7,115,1.96,62,93,110,102.3,104.26
1094,45,1.7,115,1.96,62,93,110,102.3,104.26
1095,45,1.7,115,1.96,62,93,110,102.3,104.26
1096,45,1.7,115,1.96,62,94,110,103.4,105.36
1097,45,1.7,115,1.96,63,94,110,103.4,105.36
1098,45,1.7,115,1.96,63,94,110,103.4,105.36
1099,45,1.7,115,1.96,63,93,110,102.3,104.26
1100,45,1.7,115,1.96,56,16,110,17.6,19.56
1101,45,1.7,115,1.96,55,0,110,0,1.96
1102,45,1.7,115,1.96,54,0,110,0,1.96
1103,45,1.7,115,1.96,57,45,110,49.5,51.46
1104,45,1.7,115,1.96,60,29,110,31.9,33.86
1105,45,1.7,115,1.96,55,29,110,31.9,33.86
1106,45,1.7,115,1.96,54,10,110,11,12.96
1107,45,1.7,115,1.96,56,0,110,0,1.96
1108,45,1.7,115,1.96,58,49,110,53.9,55.86
1109,45,1.7,115,1.96,57,54,110,59.4,61.36
1110,45,1.7,115,1.96,54,0,110,0,1.96
1111,45,1.7,115,1.96,54,11,110,12.1,14.06
1112,45,1.7,115,1.96,54,0,110,0,1.96
1113,45,1.7,115,1.96,54,30,110,33,34.96
1114,45,1.7,115,1.96,53,7,110,7.7,9.66
1115,45,1.7,115,1.96,55,49,110,53.9,55.86
1116,45,1.7,115,1.96,60,49,110,53.9,55.86
1117,45,1.7,115,1.96,54,55,110,60.5,62.46
1118,45,1.7,115,1.96,53,9,110,9.9,11.86
1119,45,1.7,115,1.96,53,0,110,0,1.96
1120,45,1.7,115,1.96,55,49,110,53.9,55.86
1121,45,1.7,115,1.96,54,25,110,27.5,29.46
1122,45,1.7,115,1.96,55,13,110,14.3,16.26
1123,45,1.7,115,1.96,59,49,110,53.9,55.86
1124,45,1.7,115,1.96,54,35,110,38.5,40.46
1125,45,1.7,115,1.96,54,21,110,23.1,25.06
1126,45,1.7,115,1.96,53,0,110,0,1.96
1127,45,1.7,115,1.96,54,47,110,51.7,53.66
1128,45,1.7,115,1.96,53,0,110,0,1.96
1129,45,1.7,115,1.96,58,50,110,55,56.96
1130,45,1.7,115,1.96,55,13,110,14.3,16.26
1131,45,1.7,115,1.96,59,0,110,0,1.96
1132,45,1.7,115,1.96,60,94,110,103.4,105.36
1133,45,1.7,115,1.96,61,94,110,103.4,105.36
1134,45,1.7,115,1.96,61,93,110,102.3,104.26
1135,45,1.7,115,1.96,62,93,110,102.3,104.26
1136,45,1.7,115,1.96,62,94,110,103.4,105.36
1137,45,1.7,115,1.96,62,93,110,102.3,104.26
1138,45,1.7,115,1.96,62,93,110,102.3,104.26
1139,45,1.7,115,1.96,63,94,110,103.4,105.36
1140,45,1.7,115,1.96,63,94,110,103.4,105.36
1141,45,1.7,115,1.96,63,94,110,103.4,105.36
1142,45,1.7,115,1.96,64,94,110,103.4,105.36
1143,45,1.7,115,1.96,64,93,110,102.3,104.26
1144,45,1.7,115,1.96,64,95,110,104.5,106.46
1145,45,1.7,115,1.96,57,16,110,17.6,19.56
1146,45,1.7,115,1.96,56,0,110,0,1.96
1147,45,1.7,115,1.96,55,0,110,0,1.96
1148,45,1.7,115,1.96,56,39,110,42.9,44.86
1149,45,1.7,115,1.96,55,9,110,9.9,11.86
1150,45,1.7,115,1.96,56,54,110,59.4,61.36
1151,45,1.7,115,1.96,55,9,110,9.9,11.86
1152,45,1.7,115,1.96,54,11,110,12.1,14.06
1153,45,1.7,115,1.96,60,54,110,59.4,61.36
1154,45,1.7,115,1.96,60,49,110,53.9,55.86
1155,45,1.7,115,1.96,54,0,110,0,1.96
1156,45,1.7,115,1.96,54,23,110,25.3,27.26
1157,45,1.7,115,1.96,54,0,110,0,1.96
1158,45,1.7,115,1.96,55,49,110,53.9,55.86
1159,45,1.7,115,1.96,54,0,110,0,1.96
1160,45,1.7,115,1.96,55,47,110,51.7,53.66
1161,45,1.7,115,1.96,61,49,110,53.9,55.86
1162,45,1.7,115,1.96,55,54,110,59.4,61.36
1163,45,1.7,115,1.96,54,9,110,9.9,11.86
1164,45,1.7,115,1.96,53,0,110,0,1.96
1165,45,1.7,115,1.96,55,49,110,53.9,55.86
1166,45,1.7,115,1.96,55,30,110,33,34.96
1167,45,1.7,115,1.96,54,9,110,9.9,11.86
1168,45,1.7,115,1.96,55,42,110,46.2,48.16
1169,45,1.7,115,1.96,55,30,110,33,34.96
1170,45,1.7,115,1.96,54,9,110,9.9,11.86
1171,45,1.7,115,1.96,53,0,110,0,1.96
1172,45,1.7,115,1.96,59,45,110,49.5,51.46
1173,45,1.7,115,1.96,53,0,110,0,1.96
1174,45,1.7,115,1.96,55,44,110,48.4,50.36
1175,45,1.7,115,1.96,53,9,110,9.9,11.86
1176,45,1.7,115,1.96,53,0,110,0,1.96
1177,45,1.7,115,1.96,61,93,110,102.3,104.26
1178,45,1.7,115,1.96,61,94,110,103.4,105.36
1179,45,1.7,115,1.96,62,94,110,103.4,105.36
1180,45,1.7,115,1.96,62,93,110,102.3,104.26
1181,45,1.7,115,1.96,62,94,110,103.4,105.36
1182,45,1.7,115,1.96,62,94,110,103.4,105.36
1183,45,1.7,115,1.96,62,94,110,103.4,105.36
1184,45,1.7,115,1.96,63,94,110,103.4,105.36
1185,45,1.7,115,1.96,63,93,110,102.3,104.26
1186,45,1.7,115,1.96,63,94,110,103.4,105.36
1187,45,1.7,115,1.96,63,93,110,102.3,104.26
1188,45,1.7,115,1.96,64,94,110,103.4,105.36
1189,45,1.7,115,1.96,64,94,110,103.4,105.36
1190,45,1.7,115,1.96,64,94,110,103.4,105.36
1191,45,1.7,115,1.96,57,0,110,0,1.96
1192,45,1.7,115,1.96,56,0,110,0,1.96
1193,45,1.7,115,1.96,55,0,110,0,1.96
1194,45,1.7,115,1.96,58,41,110,45.1,47.06
1195,45,1.7,115,1.96,57,49,110,53.9,55.86
1196,45,1.7,115,1.96,55,0,110,0,1.96
1197,45,1.7,115,1.96,55,0,110,0,1.96
1198,45,1.7,115,1.96,59,16,110,17.6,19.56
1199,45,1.7,115,1.96,56,42,110,46.2,48.16
1200,45,1.7,115,1.96,55,20,110,22,23.96
1201,45,1.7,115,1.96,54,21,110,23.1,25.06
1202,45,1.7,115,1.96,57,11,110,12.1,14.06
1203,45,1.7,115,1.96,54,0,110,0,1.96
1204,45,1.7,115,1.96,54,16,110,17.6,19.56
1205,45,1.7,115,1.96,54,0,110,0,1.96
1206,45,1.71,115,1.96,56,50,110,55,56.96
1207,45,1.71,115,1.96,57,49,110,53.9,55.86
1208,45,1.71,115,1.96,54,0,110,0,1.96
1209,45,1.71,115,1.96,54,8,110,8.8,10.76
1210,45,1.71,115,1.96,53,0,110,0,1.96
1211,45,1.71,115,1.96,60,64,110,70.4,72.36
1212,45,1.71,115,1.96,54,10,110,11,12.96
1213,45,1.71,115,1.96,57,54,110,59.4,61.36
1214,45,1.71,115,1.96,59,36,110,39.6,41.56
1215,45,1.71,115,1.96,57,51,110,56.1,58.06
1216,45,1.71,115,1.96,58,59,110,64.9,66.86
1217,45,1.71,115,1.96,53,0,110,0,1.96
1218,45,1.71,115,1.96,54,1,110,1.1,3.06
