Times,CPU Temperature (°„C),CPU Usage (%),Adjusted CPU Power (W),CPU Energy (J),GPU Temperature (°„C),GPU Usage (%),Adjusted GPU Power (W),GPU Energy (J),Total Energy (J)
41,45,1.47,115,1.69,68,94,110,103.4,105.09
42,45,1.47,115,1.69,67,93,110,102.3,103.99
43,45,1.47,115,1.69,67,93,110,102.3,103.99
44,45,1.47,115,1.69,60,2,110,2.2,3.89
45,45,1.47,115,1.69,59,0,110,0,1.69
46,45,1.47,115,1.69,59,12,110,13.2,14.89
47,45,1.47,115,1.69,67,100,110,110,111.69
48,45,1.47,115,1.69,67,93,110,102.3,103.99
49,45,1.47,115,1.69,67,94,110,103.4,105.09
50,45,1.47,115,1.69,67,94,110,103.4,105.09
51,45,1.47,115,1.69,68,93,110,102.3,103.99
52,45,1.47,115,1.69,68,93,110,102.3,103.99
53,45,1.47,115,1.69,62,93,110,102.3,103.99
54,45,1.47,115,1.69,60,0,110,0,1.69
55,45,1.47,115,1.69,60,2,110,2.2,3.89
56,45,1.47,115,1.69,63,36,110,39.6,41.29
57,45,1.47,115,1.69,67,93,110,102.3,103.99
58,45,1.47,115,1.69,68,93,110,102.3,103.99
59,45,1.47,115,1.69,68,93,110,102.3,103.99
60,45,1.47,115,1.69,68,93,110,102.3,103.99
61,45,1.47,115,1.69,69,94,110,103.4,105.09
62,45,1.47,115,1.69,69,92,110,101.2,102.89
63,45,1.47,115,1.69,69,94,110,103.4,105.09
64,45,1.47,115,1.69,64,43,110,47.3,48.99
65,45,1.47,115,1.69,62,0,110,0,1.69
66,45,1.47,115,1.69,61,2,110,2.2,3.89
67,45,1.47,115,1.69,67,0,110,0,1.69
68,45,1.47,115,1.69,68,93,110,102.3,103.99
69,45,1.47,115,1.69,69,94,110,103.4,105.09
70,45,1.47,115,1.69,69,93,110,102.3,103.99
71,45,1.47,115,1.69,69,93,110,102.3,103.99
72,45,1.47,115,1.69,70,94,110,103.4,105.09
73,45,1.47,115,1.69,70,93,110,102.3,103.99
74,45,1.47,115,1.69,70,94,110,103.4,105.09
75,45,1.47,115,1.69,70,93,110,102.3,103.99
76,45,1.47,115,1.69,71,93,110.47,102.74,104.43
77,45,1.47,115,1.69,72,93,110.94,103.18,104.87
78,45,1.47,115,1.69,71,93,110.47,102.74,104.43
79,45,1.47,115,1.69,71,93,110.47,102.74,104.43
80,45,1.47,115,1.69,71,93,110.47,102.74,104.43
81,45,1.47,115,1.69,71,93,110.47,102.74,104.43
82,45,1.47,115,1.69,71,94,110.47,103.84,105.53
83,45,1.47,115,1.69,71,93,110.47,102.74,104.43
84,45,1.47,115,1.69,71,93,110.47,102.74,104.43
85,45,1.47,115,1.69,71,94,110.47,103.84,105.53
86,45,1.47,115,1.69,72,94,110.94,104.29,105.98
87,45,1.47,115,1.69,71,93,110.47,102.74,104.43
88,45,1.47,115,1.69,71,93,110.47,102.74,104.43
89,45,1.47,115,1.69,64,2,110,2.2,3.89
90,45,1.47,115,1.69,63,0,110,0,1.69
91,45,1.47,115,1.69,63,11,110,12.1,13.79
92,45,1.47,115,1.69,70,99,110,108.9,110.59
93,45,1.47,115,1.69,70,93,110,102.3,103.99
94,45,1.47,115,1.69,70,93,110,102.3,103.99
95,45,1.47,115,1.69,70,93,110,102.3,103.99
96,45,1.47,115,1.69,70,93,110,102.3,103.99
97,45,1.47,115,1.69,70,93,110,102.3,103.99
98,45,1.47,115,1.69,70,93,110,102.3,103.99
99,45,1.47,115,1.69,71,93,110.47,102.74,104.43
100,45,1.47,115,1.69,71,93,110.47,102.74,104.43
101,45,1.47,115,1.69,70,93,110,102.3,103.99
102,45,1.47,115,1.69,65,93,110,102.3,103.99
103,45,1.47,115,1.69,63,0,110,0,1.69
104,45,1.47,115,1.69,62,4,110,4.4,6.09
105,45,1.47,115,1.69,68,4,110,4.4,6.09
106,45,1.47,115,1.69,69,93,110,102.3,103.99
107,45,1.47,115,1.69,70,94,110,103.4,105.09
108,45,1.47,115,1.69,70,94,110,103.4,105.09
109,45,1.47,115,1.69,70,93,110,102.3,103.99
110,45,1.47,115,1.69,70,93,110,102.3,103.99
111,45,1.47,115,1.69,70,94,110,103.4,105.09
112,45,1.47,115,1.69,70,94,110,103.4,105.09
113,45,1.47,115,1.69,71,92,110.47,101.63,103.32
114,45,1.47,115,1.69,71,93,110.47,102.74,104.43
115,45,1.47,115,1.69,70,94,110,103.4,105.09
116,45,1.47,115,1.69,71,94,110.47,103.84,105.53
117,45,1.47,115,1.69,71,93,110.47,102.74,104.43
118,45,1.47,115,1.69,71,93,110.47,102.74,104.43
119,45,1.47,115,1.69,71,94,110.47,103.84,105.53
120,45,1.47,115,1.69,72,94,110.94,104.29,105.98
121,45,1.47,115,1.69,63,0,110,0,1.69
122,45,1.47,115,1.69,62,2,110,2.2,3.89
123,45,1.47,115,1.69,62,8,110,8.8,10.49
124,45,1.47,115,1.69,69,93,110,102.3,103.99
125,45,1.47,115,1.69,70,94,110,103.4,105.09
126,45,1.47,115,1.69,70,93,110,102.3,103.99
127,45,1.47,115,1.69,70,93,110,102.3,103.99
128,45,1.47,115,1.69,70,93,110,102.3,103.99
129,45,1.47,115,1.69,70,94,110,103.4,105.09
130,45,1.47,115,1.69,71,93,110.47,102.74,104.43
131,45,1.47,115,1.69,71,93,110.47,102.74,104.43
132,45,1.47,115,1.69,71,93,110.47,102.74,104.43
133,45,1.47,115,1.69,71,94,110.47,103.84,105.53
134,45,1.47,115,1.69,71,94,110.47,103.84,105.53
135,45,1.47,115,1.69,71,94,110.47,103.84,105.53
136,45,1.47,115,1.69,71,93,110.47,102.74,104.43
137,45,1.47,115,1.69,71,93,110.47,102.74,104.43
138,45,1.47,115,1.69,63,0,110,0,1.69
139,45,1.47,115,1.69,62,2,110,2.2,3.89
140,45,1.47,115,1.69,62,10,110,11,12.69
141,45,1.47,115,1.69,70,94,110,103.4,105.09
142,45,1.47,115,1.69,70,93,110,102.3,103.99
143,45,1.47,115,1.69,70,94,110,103.4,105.09
144,45,1.47,115,1.69,70,92,110,101.2,102.89
145,45,1.47,115,1.69,70,94,110,103.4,105.09
146,45,1.47,115,1.69,70,93,110,102.3,103.99
147,45,1.47,115,1.69,71,93,110.47,102.74,104.43
148,45,1.47,115,1.69,71,94,110.47,103.84,105.53
149,45,1.47,115,1.69,71,94,110.47,103.84,105.53
150,45,1.47,115,1.69,71,94,110.47,103.84,105.53
151,45,1.47,115,1.69,71,94,110.47,103.84,105.53
152,45,1.47,115,1.69,66,93,110,102.3,103.99
153,45,1.47,115,1.69,63,0,110,0,1.69
154,45,1.47,115,1.69,62,6,110,6.6,8.29
155,45,1.47,115,1.69,70,46,110,50.6,52.29
156,45,1.47,115,1.69,70,94,110,103.4,105.09
157,45,1.47,115,1.69,70,93,110,102.3,103.99
158,45,1.47,115,1.69,70,94,110,103.4,105.09
159,45,1.47,115,1.69,70,94,110,103.4,105.09
160,45,1.47,115,1.69,70,94,110,103.4,105.09
161,45,1.47,115,1.69,71,93,110.47,102.74,104.43
162,45,1.47,115,1.69,71,94,110.47,103.84,105.53
163,45,1.47,115,1.69,71,93,110.47,102.74,104.43
164,45,1.47,115,1.69,71,93,110.47,102.74,104.43
165,45,1.47,115,1.69,71,93,110.47,102.74,104.43
166,45,1.47,115,1.69,71,94,110.47,103.84,105.53
167,45,1.47,115,1.69,71,94,110.47,103.84,105.53
168,45,1.47,115,1.69,64,1,110,1.1,2.79
169,45,1.47,115,1.69,63,0,110,0,1.69
170,45,1.47,115,1.69,63,12,110,13.2,14.89
171,45,1.47,115,1.69,71,98,110.47,108.26,109.95
172,45,1.47,115,1.69,70,93,110,102.3,103.99
173,45,1.47,115,1.69,70,93,110,102.3,103.99
174,45,1.47,115,1.69,70,93,110,102.3,103.99
175,45,1.47,115,1.69,71,93,110.47,102.74,104.43
176,45,1.47,115,1.69,71,94,110.47,103.84,105.53
177,45,1.47,115,1.69,71,93,110.47,102.74,104.43
178,45,1.47,115,1.69,71,93,110.47,102.74,104.43
179,45,1.47,115,1.69,64,0,110,0,1.69
180,45,1.47,115,1.69,63,0,110,0,1.69
181,45,1.47,115,1.69,62,12,110,13.2,14.89
182,45,1.47,115,1.69,72,99,110.94,109.83,111.52
183,45,1.47,115,1.69,70,94,110,103.4,105.09
184,45,1.47,115,1.69,70,93,110,102.3,103.99
185,45,1.47,115,1.69,70,93,110,102.3,103.99
186,45,1.47,115,1.69,70,93,110,102.3,103.99
187,45,1.47,115,1.69,70,93,110,102.3,103.99
188,45,1.47,115,1.69,71,93,110.47,102.74,104.43
189,45,1.47,115,1.69,71,92,110.47,101.63,103.32
190,45,1.47,115,1.69,71,94,110.47,103.84,105.53
191,45,1.47,115,1.69,71,93,110.47,102.74,104.43
192,45,1.47,115,1.69,71,93,110.47,102.74,104.43
193,45,1.47,115,1.69,71,93,110.47,102.74,104.43
194,45,1.47,115,1.69,71,93,110.47,102.74,104.43
195,45,1.47,115,1.69,71,93,110.47,102.74,104.43
196,45,1.47,115,1.69,72,93,110.94,103.18,104.87
197,45,1.47,115,1.69,71,93,110.47,102.74,104.43
198,45,1.47,115,1.69,64,0,110,0,1.69
199,45,1.47,115,1.69,63,1,110,1.1,2.79
200,45,1.47,115,1.69,62,3,110,3.3,4.99
201,45,1.47,115,1.69,70,93,110,102.3,103.99
202,45,1.47,115,1.69,70,94,110,103.4,105.09
203,45,1.47,115,1.69,70,93,110,102.3,103.99
204,45,1.47,115,1.69,71,93,110.47,102.74,104.43
205,45,1.47,115,1.69,71,93,110.47,102.74,104.43
206,45,1.47,115,1.69,71,93,110.47,102.74,104.43
207,45,1.47,115,1.69,71,94,110.47,103.84,105.53
208,45,1.47,115,1.69,71,94,110.47,103.84,105.53
209,45,1.47,115,1.69,71,94,110.47,103.84,105.53
210,45,1.47,115,1.69,71,94,110.47,103.84,105.53
211,45,1.47,115,1.69,71,93,110.47,102.74,104.43
212,45,1.47,115,1.69,64,0,110,0,1.69
213,45,1.47,115,1.69,63,1,110,1.1,2.79
214,45,1.47,115,1.69,62,6,110,6.6,8.29
215,45,1.47,115,1.69,70,93,110,102.3,103.99
216,45,1.47,115,1.69,70,93,110,102.3,103.99
217,45,1.47,115,1.69,71,94,110.47,103.84,105.53
218,45,1.47,115,1.69,71,94,110.47,103.84,105.53
219,45,1.47,115,1.69,71,94,110.47,103.84,105.53
220,45,1.47,115,1.69,71,94,110.47,103.84,105.53
221,45,1.47,115,1.69,71,93,110.47,102.74,104.43
222,45,1.47,115,1.69,71,93,110.47,102.74,104.43
223,45,1.47,115,1.69,71,92,110.47,101.63,103.32
224,45,1.47,115,1.69,71,94,110.47,103.84,105.53
225,45,1.47,115,1.69,71,94,110.47,103.84,105.53
226,45,1.47,115,1.69,71,94,110.47,103.84,105.53
227,45,1.47,115,1.69,71,94,110.47,103.84,105.53
228,45,1.47,115,1.69,71,92,110.47,101.63,103.32
229,45,1.47,115,1.69,72,94,110.94,104.29,105.98
230,45,1.47,115,1.69,72,94,110.94,104.29,105.98
231,45,1.47,115,1.69,72,94,110.94,104.29,105.98
232,45,1.47,115,1.69,65,2,110,2.2,3.89
233,45,1.47,115,1.69,63,0,110,0,1.69
234,45,1.47,115,1.69,63,12,110,13.2,14.89
235,45,1.47,115,1.69,72,100,110.94,110.94,112.63
236,45,1.47,115,1.69,71,93,110.47,102.74,104.43
237,45,1.47,115,1.69,71,94,110.47,103.84,105.53
238,45,1.47,115,1.69,71,93,110.47,102.74,104.43
239,45,1.47,115,1.69,71,94,110.47,103.84,105.53
240,45,1.47,115,1.69,71,93,110.47,102.74,104.43
241,45,1.47,115,1.69,71,94,110.47,103.84,105.53
242,45,1.47,115,1.69,71,94,110.47,103.84,105.53
243,45,1.47,115,1.69,71,94,110.47,103.84,105.53
244,45,1.47,115,1.69,71,94,110.47,103.84,105.53
245,45,1.47,115,1.69,71,93,110.47,102.74,104.43
246,45,1.47,115,1.69,64,0,110,0,1.69
247,45,1.47,115,1.69,63,1,110,1.1,2.79
248,45,1.47,115,1.69,62,0,110,0,1.69
249,45,1.47,115,1.69,70,94,110,103.4,105.09
250,45,1.47,115,1.69,70,93,110,102.3,103.99
251,45,1.47,115,1.69,71,94,110.47,103.84,105.53
252,45,1.47,115,1.69,71,93,110.47,102.74,104.43
253,45,1.47,115,1.69,71,95,110.47,104.95,106.64
254,45,1.47,115,1.69,71,94,110.47,103.84,105.53
255,45,1.47,115,1.69,71,94,110.47,103.84,105.53
256,45,1.47,115,1.69,71,94,110.47,103.84,105.53
257,45,1.47,115,1.69,71,93,110.47,102.74,104.43
258,45,1.47,115,1.69,72,93,110.94,103.18,104.87
259,45,1.47,115,1.69,71,94,110.47,103.84,105.53
260,45,1.47,115,1.69,72,94,110.94,104.29,105.98
261,45,1.47,115,1.69,72,94,110.94,104.29,105.98
262,45,1.47,115,1.69,72,92,110.94,102.07,103.76
263,45,1.47,115,1.69,64,0,110,0,1.69
264,45,1.47,115,1.69,64,1,110,1.1,2.79
265,45,1.47,115,1.69,63,12,110,13.2,14.89
266,45,1.47,115,1.69,70,95,110,104.5,106.19
267,45,1.47,115,1.69,71,94,110.47,103.84,105.53
268,45,1.47,115,1.69,71,93,110.47,102.74,104.43
269,45,1.47,115,1.69,71,94,110.47,103.84,105.53
270,45,1.47,115,1.69,71,94,110.47,103.84,105.53
271,45,1.47,115,1.69,71,94,110.47,103.84,105.53
272,45,1.47,115,1.69,71,93,110.47,102.74,104.43
273,45,1.47,115,1.69,71,94,110.47,103.84,105.53
274,45,1.47,115,1.69,72,93,110.94,103.18,104.87
275,45,1.47,115,1.69,72,94,110.94,104.29,105.98
276,45,1.47,115,1.69,72,94,110.94,104.29,105.98
277,45,1.47,115,1.69,68,93,110,102.3,103.99
278,45,1.47,115,1.69,64,0,110,0,1.69
279,45,1.47,115,1.69,63,3,110,3.3,4.99
280,45,1.47,115,1.69,62,0,110,0,1.69
281,45,1.47,115,1.69,70,94,110,103.4,105.09
282,45,1.47,115,1.69,71,93,110.47,102.74,104.43
283,45,1.47,115,1.69,71,93,110.47,102.74,104.43
284,45,1.47,115,1.69,72,93,110.94,103.18,104.87
285,45,1.47,115,1.69,71,93,110.47,102.74,104.43
286,45,1.47,115,1.69,71,93,110.47,102.74,104.43
287,45,1.47,115,1.69,71,93,110.47,102.74,104.43
288,45,1.47,115,1.69,72,93,110.94,103.18,104.87
289,45,1.47,115,1.69,72,94,110.94,104.29,105.98
290,45,1.47,115,1.69,64,2,110,2.2,3.89
291,45,1.47,115,1.69,63,0,110,0,1.69
292,45,1.47,115,1.69,63,11,110,12.1,13.79
293,45,1.47,115,1.69,70,94,110,103.4,105.09
294,45,1.47,115,1.69,70,94,110,103.4,105.09
295,45,1.47,115,1.69,71,93,110.47,102.74,104.43
296,45,1.47,115,1.69,71,93,110.47,102.74,104.43
297,45,1.47,115,1.69,71,94,110.47,103.84,105.53
298,45,1.47,115,1.69,71,94,110.47,103.84,105.53
299,45,1.47,115,1.69,71,92,110.47,101.63,103.32
300,45,1.47,115,1.69,71,94,110.47,103.84,105.53
301,45,1.47,115,1.69,71,94,110.47,103.84,105.53
302,45,1.47,115,1.69,72,94,110.94,104.29,105.98
303,45,1.47,115,1.69,72,94,110.94,104.29,105.98
304,45,1.47,115,1.69,72,94,110.94,104.29,105.98
305,45,1.47,115,1.69,64,0,110,0,1.69
306,45,1.47,115,1.69,63,1,110,1.1,2.79
307,45,1.47,115,1.69,62,12,110,13.2,14.89
308,45,1.47,115,1.69,70,94,110,103.4,105.09
309,45,1.47,115,1.69,71,93,110.47,102.74,104.43
310,45,1.47,115,1.69,71,93,110.47,102.74,104.43
311,45,1.47,115,1.69,71,94,110.47,103.84,105.53
312,45,1.47,115,1.69,71,94,110.47,103.84,105.53
313,45,1.47,115,1.69,72,93,110.94,103.18,104.87
314,45,1.47,115,1.69,72,93,110.94,103.18,104.87
315,45,1.47,115,1.69,71,94,110.47,103.84,105.53
316,45,1.47,115,1.69,72,93,110.94,103.18,104.87
317,45,1.47,115,1.69,72,93,110.94,103.18,104.87
318,45,1.47,115,1.69,72,95,110.94,105.4,107.09
319,45,1.47,115,1.69,72,94,110.94,104.29,105.98
320,45,1.47,115,1.69,64,0,110,0,1.69
321,45,1.47,115,1.69,63,0,110,0,1.69
322,45,1.47,115,1.69,63,0,110,0,1.69
323,45,1.47,115,1.69,70,93,110,102.3,103.99
324,45,1.47,115,1.69,71,93,110.47,102.74,104.43
325,45,1.47,115,1.69,71,93,110.47,102.74,104.43
326,45,1.47,115,1.69,71,93,110.47,102.74,104.43
327,45,1.47,115,1.69,71,94,110.47,103.84,105.53
328,45,1.47,115,1.69,71,94,110.47,103.84,105.53
329,45,1.47,115,1.69,72,94,110.94,104.29,105.98
330,45,1.47,115,1.69,72,93,110.94,103.18,104.87
331,45,1.47,115,1.69,72,93,110.94,103.18,104.87
332,45,1.47,115,1.69,72,93,110.94,103.18,104.87
333,45,1.47,115,1.69,72,93,110.94,103.18,104.87
334,45,1.47,115,1.69,73,93,111.41,103.62,105.31
335,45,1.47,115,1.69,72,94,110.94,104.29,105.98
336,45,1.47,115,1.69,72,93,110.94,103.18,104.87
337,45,1.47,115,1.69,65,0,110,0,1.69
338,45,1.47,115,1.69,64,1,110,1.1,2.79
339,45,1.47,115,1.69,63,12,110,13.2,14.89
340,45,1.47,115,1.69,71,94,110.47,103.84,105.53
341,45,1.47,115,1.69,71,93,110.47,102.74,104.43
342,45,1.47,115,1.69,71,93,110.47,102.74,104.43
343,45,1.47,115,1.69,71,93,110.47,102.74,104.43
344,45,1.47,115,1.69,72,94,110.94,104.29,105.98
345,45,1.47,115,1.69,72,93,110.94,103.18,104.87
346,45,1.47,115,1.69,72,94,110.94,104.29,105.98
347,45,1.47,115,1.69,72,93,110.94,103.18,104.87
348,45,1.47,115,1.69,72,94,110.94,104.29,105.98
349,45,1.47,115,1.69,73,93,111.41,103.62,105.31
350,45,1.47,115,1.69,72,93,110.94,103.18,104.87
351,45,1.47,115,1.69,64,0,110,0,1.69
352,45,1.47,115,1.69,63,0,110,0,1.69
353,45,1.47,115,1.69,63,0,110,0,1.69
354,45,1.47,115,1.69,71,94,110.47,103.84,105.53
355,45,1.47,115,1.69,71,93,110.47,102.74,104.43
356,45,1.47,115,1.69,71,93,110.47,102.74,104.43
357,45,1.47,115,1.69,72,94,110.94,104.29,105.98
358,45,1.47,115,1.69,71,93,110.47,102.74,104.43
359,45,1.47,115,1.69,72,93,110.94,103.18,104.87
360,45,1.47,115,1.69,72,94,110.94,104.29,105.98
361,45,1.47,115,1.69,72,94,110.94,104.29,105.98
362,45,1.47,115,1.69,65,1,110,1.1,2.79
363,45,1.47,115,1.69,64,0,110,0,1.69
364,45,1.47,115,1.69,63,4,110,4.4,6.09
365,45,1.47,115,1.69,70,89,110,97.9,99.59
366,45,1.47,115,1.69,71,93,110.47,102.74,104.43
367,45,1.47,115,1.69,71,93,110.47,102.74,104.43
368,45,1.47,115,1.69,71,93,110.47,102.74,104.43
369,45,1.47,115,1.69,71,93,110.47,102.74,104.43
370,45,1.47,115,1.69,71,93,110.47,102.74,104.43
371,45,1.47,115,1.7,72,93,110.94,103.18,104.88
372,45,1.47,115,1.7,71,94,110.47,103.84,105.54
373,45,1.47,115,1.7,72,94,110.94,104.29,105.99
374,45,1.47,115,1.7,72,93,110.94,103.18,104.88
375,45,1.47,115,1.7,72,93,110.94,103.18,104.88
376,45,1.47,115,1.7,72,94,110.94,104.29,105.99
377,45,1.47,115,1.7,72,94,110.94,104.29,105.99
378,45,1.47,115,1.7,72,94,110.94,104.29,105.99
379,45,1.47,115,1.7,72,94,110.94,104.29,105.99
380,45,1.47,115,1.7,72,94,110.94,104.29,105.99
381,45,1.47,115,1.7,65,0,110,0,1.7
382,45,1.47,115,1.7,64,0,110,0,1.7
383,45,1.47,115,1.7,63,11,110,12.1,13.8
384,45,1.47,115,1.7,71,93,110.47,102.74,104.44
385,45,1.47,115,1.7,71,94,110.47,103.84,105.54
386,45,1.47,115,1.7,71,93,110.47,102.74,104.44
387,45,1.47,115,1.7,71,93,110.47,102.74,104.44
388,45,1.47,115,1.7,72,93,110.94,103.18,104.88
389,45,1.47,115,1.7,72,93,110.94,103.18,104.88
390,45,1.47,115,1.7,72,94,110.94,104.29,105.99
391,45,1.47,115,1.7,72,93,110.94,103.18,104.88
392,45,1.47,115,1.7,72,94,110.94,104.29,105.99
393,45,1.47,115,1.7,72,93,110.94,103.18,104.88
394,45,1.47,115,1.7,72,94,110.94,104.29,105.99
395,45,1.47,115,1.7,72,94,110.94,104.29,105.99
396,45,1.47,115,1.7,72,94,110.94,104.29,105.99
397,45,1.47,115,1.7,72,94,110.94,104.29,105.99
398,45,1.47,115,1.7,72,93,110.94,103.18,104.88
399,45,1.47,115,1.7,65,2,110,2.2,3.9
400,45,1.47,115,1.7,64,0,110,0,1.7
401,45,1.47,115,1.7,64,12,110,13.2,14.9
402,45,1.47,115,1.7,70,98,110,107.8,109.5
403,45,1.47,115,1.7,72,93,110.94,103.18,104.88
404,45,1.47,115,1.7,71,93,110.47,102.74,104.44
405,45,1.47,115,1.7,72,93,110.94,103.18,104.88
406,45,1.47,115,1.7,72,93,110.94,103.18,104.88
407,45,1.47,115,1.7,72,93,110.94,103.18,104.88
408,45,1.47,115,1.7,72,93,110.94,103.18,104.88
409,45,1.47,115,1.7,72,93,110.94,103.18,104.88
410,45,1.47,115,1.7,72,94,110.94,104.29,105.99
411,45,1.47,115,1.7,73,94,111.41,104.73,106.43
412,45,1.47,115,1.7,72,93,110.94,103.18,104.88
413,45,1.47,115,1.7,68,94,110,103.4,105.1
414,45,1.47,115,1.7,64,0,110,0,1.7
415,45,1.47,115,1.7,64,2,110,2.2,3.9
416,45,1.47,115,1.7,63,0,110,0,1.7
417,45,1.47,115,1.7,71,94,110.47,103.84,105.54
418,45,1.47,115,1.7,71,94,110.47,103.84,105.54
419,45,1.47,115,1.7,71,94,110.47,103.84,105.54
420,45,1.47,115,1.7,72,93,110.94,103.18,104.88
421,45,1.47,115,1.7,72,94,110.94,104.29,105.99
422,45,1.47,115,1.7,72,94,110.94,104.29,105.99
423,45,1.47,115,1.7,72,93,110.94,103.18,104.88
424,45,1.47,115,1.7,72,93,110.94,103.18,104.88
425,45,1.47,115,1.7,64,0,110,0,1.7
426,45,1.47,115,1.7,63,1,110,1.1,2.8
427,45,1.47,115,1.7,63,12,110,13.2,14.9
428,45,1.47,115,1.7,71,94,110.47,103.84,105.54
429,45,1.47,115,1.7,71,93,110.47,102.74,104.44
430,45,1.47,115,1.7,71,93,110.47,102.74,104.44
431,45,1.47,115,1.7,71,94,110.47,103.84,105.54
432,45,1.47,115,1.7,71,93,110.47,102.74,104.44
433,45,1.47,115,1.7,72,94,110.94,104.29,105.99
434,45,1.47,115,1.7,72,93,110.94,103.18,104.88
435,45,1.47,115,1.7,72,94,110.94,104.29,105.99
436,45,1.47,115,1.7,72,94,110.94,104.29,105.99
437,45,1.47,115,1.7,72,93,110.94,103.18,104.88
438,45,1.47,115,1.7,72,94,110.94,104.29,105.99
439,45,1.47,115,1.7,64,0,110,0,1.7
440,45,1.47,115,1.7,63,0,110,0,1.7
441,45,1.47,115,1.7,62,0,110,0,1.7
442,45,1.47,115,1.7,71,94,110.47,103.84,105.54
443,45,1.47,115,1.7,71,93,110.47,102.74,104.44
444,45,1.47,115,1.7,71,94,110.47,103.84,105.54
445,45,1.47,115,1.7,72,93,110.94,103.18,104.88
446,45,1.47,115,1.7,71,93,110.47,102.74,104.44
447,45,1.47,115,1.7,71,93,110.47,102.74,104.44
448,45,1.47,115,1.7,71,94,110.47,103.84,105.54
449,45,1.47,115,1.7,72,92,110.94,102.07,103.77
450,45,1.48,115,1.7,72,93,110.94,103.18,104.88
451,45,1.48,115,1.7,65,67,110,73.7,75.4
452,45,1.48,115,1.7,64,0,110,0,1.7
453,45,1.48,115,1.7,63,6,110,6.6,8.3
454,45,1.48,115,1.7,70,32,110,35.2,36.9
455,45,1.48,115,1.7,70,93,110,102.3,104
456,45,1.48,115,1.7,71,94,110.47,103.84,105.54
457,45,1.48,115,1.7,71,93,110.47,102.74,104.44
458,45,1.48,115,1.7,71,94,110.47,103.84,105.54
459,45,1.48,115,1.7,71,94,110.47,103.84,105.54
460,45,1.48,115,1.7,72,93,110.94,103.18,104.88
461,45,1.48,115,1.7,72,93,110.94,103.18,104.88
462,45,1.48,115,1.7,72,94,110.94,104.29,105.99
463,45,1.48,115,1.7,72,94,110.94,104.29,105.99
464,45,1.48,115,1.7,64,0,110,0,1.7
465,45,1.48,115,1.7,63,1,110,1.1,2.8
466,45,1.48,115,1.7,62,6,110,6.6,8.3
467,45,1.48,115,1.7,70,93,110,102.3,104
468,45,1.48,115,1.7,71,93,110.47,102.74,104.44
469,45,1.48,115,1.7,71,93,110.47,102.74,104.44
470,45,1.48,115,1.7,71,93,110.47,102.74,104.44
471,45,1.48,115,1.7,71,94,110.47,103.84,105.54
472,45,1.48,115,1.7,71,94,110.47,103.84,105.54
473,45,1.48,115,1.7,71,94,110.47,103.84,105.54
474,45,1.48,115,1.7,65,47,110,51.7,53.4
475,45,1.48,115,1.7,63,0,110,0,1.7
476,45,1.48,115,1.7,63,2,110,2.2,3.9
477,45,1.48,115,1.7,70,66,110,72.6,74.3
478,45,1.48,115,1.7,70,93,110,102.3,104
479,45,1.48,115,1.7,71,94,110.47,103.84,105.54
480,45,1.48,115,1.7,71,94,110.47,103.84,105.54
481,45,1.48,115,1.7,71,94,110.47,103.84,105.54
482,45,1.48,115,1.7,71,93,110.47,102.74,104.44
483,45,1.48,115,1.7,71,93,110.47,102.74,104.44
484,45,1.48,115,1.7,71,93,110.47,102.74,104.44
485,45,1.48,115,1.7,71,94,110.47,103.84,105.54
486,45,1.48,115,1.7,71,93,110.47,102.74,104.44
487,45,1.48,115,1.7,72,94,110.94,104.29,105.99
488,45,1.48,115,1.7,72,93,110.94,103.18,104.88
489,45,1.48,115,1.7,64,2,110,2.2,3.9
490,45,1.48,115,1.7,63,1,110,1.1,2.8
491,45,1.48,115,1.7,63,12,110,13.2,14.9
492,45,1.48,115,1.7,70,100,110,110,111.7
493,45,1.48,115,1.7,71,94,110.47,103.84,105.54
494,45,1.48,115,1.7,71,93,110.47,102.74,104.44
495,45,1.48,115,1.7,71,94,110.47,103.84,105.54
496,45,1.48,115,1.7,71,94,110.47,103.84,105.54
497,45,1.48,115,1.7,71,94,110.47,103.84,105.54
498,45,1.48,115,1.7,71,93,110.47,102.74,104.44
499,45,1.48,115,1.7,71,93,110.47,102.74,104.44
500,45,1.48,115,1.7,72,93,110.94,103.18,104.88
501,45,1.48,115,1.7,72,94,110.94,104.29,105.99
502,45,1.48,115,1.7,72,93,110.94,103.18,104.88
503,45,1.48,115,1.7,72,94,110.94,104.29,105.99
504,45,1.48,115,1.7,72,94,110.94,104.29,105.99
505,45,1.48,115,1.7,72,94,110.94,104.29,105.99
506,45,1.48,115,1.7,73,94,111.41,104.73,106.43
507,45,1.48,115,1.7,72,94,110.94,104.29,105.99
508,45,1.48,115,1.7,73,93,111.41,103.62,105.32
509,45,1.48,115,1.7,65,0,110,0,1.7
510,45,1.48,115,1.7,64,1,110,1.1,2.8
511,45,1.48,115,1.7,63,2,110,2.2,3.9
512,45,1.48,115,1.7,71,93,110.47,102.74,104.44
513,45,1.48,115,1.7,71,94,110.47,103.84,105.54
514,45,1.48,115,1.7,71,94,110.47,103.84,105.54
515,45,1.48,115,1.7,71,93,110.47,102.74,104.44
516,45,1.48,115,1.7,72,93,110.94,103.18,104.88
517,45,1.48,115,1.7,71,94,110.47,103.84,105.54
