Times,CPU Temperature (°C),CPU Usage (%),Adjusted CPU Power (W),CPU Energy (J),GPU Temperature (°C),GPU Usage (%),Adjusted GPU Power (W),GPU Energy (J),Total Energy (J)
76,27.8,2.37,125,2.96,59,0,350,0,2.96
77,27.8,2.37,125,2.96,59,0,350,0,2.96
78,27.8,2.37,125,2.96,62,68,350,238,240.96
79,27.8,2.37,125,2.96,62,67,350,234.5,237.46
80,27.8,2.37,125,2.96,63,66,350,231,233.96
81,27.8,2.37,125,2.96,64,67,350,234.5,237.46
82,27.8,2.37,125,2.96,64,94,350,329,331.96
83,27.8,2.37,125,2.96,65,87,350,304.5,307.46
84,27.8,2.37,125,2.96,65,67,350,234.5,237.46
85,27.8,2.37,125,2.96,65,67,350,234.5,237.46
86,27.8,2.37,125,2.96,65,65,350,227.5,230.46
87,27.8,2.37,125,2.96,66,94,350,329,331.96
88,27.8,2.37,125,2.96,66,94,350,329,331.96
89,27.8,2.37,125,2.96,66,65,350,227.5,230.46
90,27.8,2.37,125,2.96,64,21,350,73.5,76.46
91,27.8,2.37,125,2.96,66,65,350,227.5,230.46
92,27.8,2.37,125,2.96,66,61,350,213.5,216.46
93,27.8,2.37,125,2.96,66,64,350,224,226.96
94,27.8,2.37,125,2.96,64,3,350,10.5,13.46
95,27.8,2.37,125,2.96,63,0,350,0,2.96
96,27.8,2.37,125,2.96,62,0,350,0,2.96
97,27.8,2.37,125,2.96,62,0,350,0,2.96
98,27.8,2.37,125,2.96,61,0,350,0,2.96
99,27.8,2.37,125,2.96,61,0,350,0,2.96
100,27.8,2.37,125,2.96,62,66,350,231,233.96
101,27.8,2.37,125,2.96,65,62,350,217,219.96
102,27.8,2.37,125,2.96,63,21,350,73.5,76.46
103,27.8,2.37,125,2.96,66,64,350,224,226.96
104,27.8,2.37,125,2.96,66,64,350,224,226.96
105,27.8,2.37,125,2.96,66,63,350,220.5,223.46
106,27.8,2.37,125,2.96,66,64,350,224,226.96
107,27.8,2.37,125,2.96,66,61,350,213.5,216.46
108,27.8,2.37,125,2.96,67,93,350,325.5,328.46
109,27.8,2.37,125,2.96,68,93,350,325.5,328.46
110,27.8,2.37,125,2.96,67,60,350,210,212.96
111,27.8,2.37,125,2.96,67,62,350,217,219.96
112,27.8,2.37,125,2.96,65,0,350,0,2.96
113,27.8,2.37,125,2.96,64,0,350,0,2.96
114,27.8,2.37,125,2.96,63,0,350,0,2.96
115,27.8,2.37,125,2.96,62,0,350,0,2.96
116,27.8,2.37,125,2.96,62,0,350,0,2.96
117,27.8,2.37,125,2.96,63,0,350,0,2.96
118,27.8,2.37,125,2.96,66,62,350,217,219.96
119,27.8,2.37,125,2.96,66,61,350,213.5,216.46
120,27.8,2.37,125,2.96,67,62,350,217,219.96
121,27.8,2.37,125,2.96,67,62,350,217,219.96
122,27.8,2.37,125,2.96,67,62,350,217,219.96
123,27.8,2.37,125,2.96,68,93,350,325.5,328.46
124,27.8,2.37,125,2.96,68,92,350,322,324.96
125,27.8,2.37,125,2.96,68,59,350,206.5,209.46
126,27.8,2.37,125,2.96,68,61,350,213.5,216.46
127,27.8,2.37,125,2.96,68,61,350,213.5,216.46
128,27.8,2.37,125,2.96,68,60,350,210,212.96
129,27.8,2.37,125,2.96,68,61,350,213.5,216.46
130,27.8,2.37,125,2.96,67,43,350,150.5,153.46
131,27.8,2.37,125,2.96,66,0,350,0,2.96
132,27.8,2.37,125,2.96,64,0,350,0,2.96
133,27.8,2.37,125,2.96,64,0,350,0,2.96
134,27.8,2.37,125,2.96,63,0,350,0,2.96
135,27.8,2.37,125,2.96,63,0,350,0,2.96
136,27.8,2.37,125,2.96,63,0,350,0,2.96
137,27.8,2.37,125,2.96,63,0,350,0,2.96
138,27.8,2.37,125,2.96,63,0,350,0,2.96
139,27.8,2.37,125,2.96,62,0,350,0,2.96
140,27.8,2.37,125,2.96,62,0,350,0,2.96
141,27.8,2.37,125,2.96,62,0,350,0,2.96
142,27.8,2.37,125,2.96,62,0,350,0,2.96
143,27.8,2.37,125,2.96,62,0,350,0,2.96
144,27.8,2.37,125,2.96,62,0,350,0,2.96
145,27.8,2.37,125,2.96,62,0,350,0,2.96
146,27.8,2.37,125,2.96,61,0,350,0,2.96
147,27.8,2.37,125,2.96,59,0,350,0,2.96
148,27.8,2.37,125,2.96,64,60,350,210,212.96
149,27.8,2.37,125,2.96,65,60,350,210,212.96
150,27.8,2.37,125,2.96,63,5,350,17.5,20.46
151,27.8,2.37,125,2.96,63,0,350,0,2.96
152,27.8,2.37,125,2.96,61,0,350,0,2.96
153,27.8,2.37,125,2.96,61,8,350,28,30.96
154,27.8,2.37,125,2.96,62,7,350,24.5,27.46
155,27.8,2.37,125,2.96,65,70,350,245,247.96
156,27.8,2.37,125,2.96,66,72,350,252,254.96
157,27.8,2.37,125,2.96,67,95,350,332.5,335.46
158,27.8,2.37,125,2.96,67,95,350,332.5,335.46
159,27.8,2.37,125,2.96,67,70,350,245,247.96
160,27.8,2.37,125,2.96,65,4,350,14,16.96
161,27.8,2.37,125,2.96,64,0,350,0,2.96
162,27.8,2.37,125,2.96,63,0,350,0,2.96
163,27.8,2.37,125,2.96,62,0,350,0,2.96
164,27.8,2.37,125,2.96,62,0,350,0,2.96
165,27.8,2.37,125,2.96,62,0,350,0,2.96
166,27.8,2.37,125,2.96,65,58,350,203,205.96
167,27.8,2.37,125,2.96,67,72,350,252,254.96
168,27.8,2.37,125,2.96,68,95,350,332.5,335.46
169,27.8,2.37,125,2.96,68,95,350,332.5,335.46
170,27.8,2.37,125,2.96,68,68,350,238,240.96
171,27.8,2.37,125,2.96,68,69,350,241.5,244.46
172,27.8,2.37,125,2.96,68,70,350,245,247.96
173,27.8,2.37,125,2.96,67,42,350,147,149.96
174,27.8,2.37,125,2.96,68,68,350,238,240.96
175,27.8,2.37,125,2.96,69,95,350,332.5,335.46
176,27.8,2.37,125,2.96,70,95,350,332.5,335.46
177,27.8,2.37,125,2.96,69,68,350,238,240.96
178,27.8,2.37,125,2.96,69,68,350,238,240.96
179,27.8,2.37,125,2.96,69,66,350,231,233.96
180,27.8,2.37,125,2.96,67,16,350,56,58.96
181,27.8,2.37,125,2.96,69,67,350,234.5,237.46
182,27.8,2.37,125,2.96,67,1,350,3.5,6.46
183,27.8,2.37,125,2.96,69,67,350,234.5,237.46
184,27.8,2.37,125,2.96,69,68,350,238,240.96
185,27.8,2.37,125,2.96,67,0,350,0,2.96
186,27.8,2.37,125,2.96,69,67,350,234.5,237.46
187,27.8,2.37,125,2.96,68,49,350,171.5,174.46
188,27.8,2.37,125,2.96,68,40,350,140,142.96
189,27.8,2.37,125,2.96,70,67,350,234.5,237.46
190,27.8,2.37,125,2.96,70,69,350,241.5,244.46
191,27.8,2.37,125,2.96,71,67,351.5,235.5,238.46
192,27.8,2.37,125,2.96,67,0,350,0,2.96
193,27.8,2.37,125,2.96,66,0,350,0,2.96
194,27.8,2.37,125,2.96,65,0,350,0,2.96
195,27.8,2.37,125,2.96,65,0,350,0,2.96
196,27.8,2.37,125,2.96,65,0,350,0,2.96
197,27.8,2.37,125,2.96,64,0,350,0,2.96
198,27.8,2.37,125,2.96,69,95,350,332.5,335.46
199,27.8,2.37,125,2.96,70,95,350,332.5,335.46
200,27.8,2.37,125,2.96,70,70,350,245,247.96
201,27.8,2.37,125,2.96,70,70,350,245,247.96
202,27.8,2.37,125,2.96,71,70,351.5,246.05,249.01
203,27.8,2.37,125,2.96,67,0,350,0,2.96
204,27.8,2.37,125,2.96,67,0,350,0,2.96
205,27.8,2.37,125,2.96,65,0,350,0,2.96
206,27.8,2.37,125,2.96,65,0,350,0,2.96
207,27.8,2.37,125,2.96,65,0,350,0,2.96
208,27.8,2.37,125,2.96,65,0,350,0,2.96
209,27.8,2.37,125,2.96,68,68,350,238,240.96
210,27.8,2.37,125,2.96,69,69,350,241.5,244.46
211,27.8,2.37,125,2.96,71,95,351.5,333.93,336.89
212,27.8,2.37,125,2.96,71,94,351.5,330.41,333.37
213,27.8,2.37,125,2.96,72,95,353,335.35,338.31
214,27.8,2.37,125,2.96,71,69,351.5,242.53,245.49
215,27.8,2.37,125,2.96,71,65,351.5,228.47,231.43
216,27.8,2.37,125,2.96,68,0,350,0,2.96
217,27.8,2.37,125,2.96,67,0,350,0,2.96
218,27.8,2.37,125,2.96,66,0,350,0,2.96
219,27.8,2.37,125,2.96,66,0,350,0,2.96
220,27.8,2.37,125,2.96,65,0,350,0,2.96
221,27.8,2.37,125,2.96,66,49,350,171.5,174.46
222,27.8,2.37,125,2.96,66,20,350,70,72.96
223,27.8,2.37,125,2.96,69,69,350,241.5,244.46
224,27.8,2.37,125,2.96,67,4,350,14,16.96
225,27.8,2.37,125,2.96,67,0,350,0,2.96
226,27.8,2.37,125,2.96,65,0,350,0,2.96
227,27.8,2.37,125,2.96,65,0,350,0,2.96
228,27.8,2.37,125,2.96,65,0,350,0,2.96
229,27.8,2.37,125,2.96,64,0,350,0,2.96
230,27.8,2.37,125,2.96,67,46,350,161,163.96
231,27.8,2.37,125,2.96,69,68,350,238,240.96
232,27.8,2.37,125,2.96,66,20,350,70,72.96
233,27.8,2.37,125,2.96,69,65,350,227.5,230.46
234,27.8,2.37,125,2.96,70,94,350,329,331.96
235,27.8,2.37,125,2.96,71,94,351.5,330.41,333.37
236,27.8,2.37,125,2.96,71,65,351.5,228.47,231.43
237,27.8,2.37,125,2.96,71,64,351.5,224.96,227.92
238,27.8,2.37,125,2.96,71,66,351.5,231.99,234.95
239,27.8,2.37,125,2.96,71,87,351.5,305.81,308.77
240,27.8,2.37,125,2.96,72,94,353,331.82,334.78
241,27.8,2.37,125,2.96,72,65,353,229.45,232.41
242,27.8,2.37,125,2.96,72,62,353,218.86,221.82
243,27.8,2.37,125,2.96,69,4,350,14,16.96
244,27.8,2.37,125,2.96,71,65,351.5,228.47,231.43
245,27.8,2.37,125,2.96,72,64,353,225.92,228.88
246,27.8,2.37,125,2.96,72,60,353,211.8,214.76
247,27.8,2.37,125,2.96,69,0,350,0,2.96
248,27.8,2.37,125,2.96,68,0,350,0,2.96
249,27.8,2.37,125,2.96,67,0,350,0,2.96
250,27.8,2.37,125,2.96,66,0,350,0,2.96
251,27.8,2.37,125,2.96,66,0,350,0,2.96
252,27.8,2.37,125,2.96,67,50,350,175,177.96
253,27.8,2.37,125,2.96,70,65,350,227.5,230.46
254,27.8,2.37,125,2.96,71,63,351.5,221.44,224.4
255,27.8,2.37,125,2.96,70,60,350,210,212.96
256,27.8,2.37,125,2.96,71,64,351.5,224.96,227.92
257,27.8,2.37,125,2.96,71,63,351.5,221.44,224.4
258,27.8,2.37,125,2.96,71,64,351.5,224.96,227.92
259,27.8,2.37,125,2.96,72,63,353,222.39,225.35
260,27.8,2.37,125,2.96,70,53,350,185.5,188.46
261,27.8,2.37,125,2.96,72,92,353,324.76,327.72
262,27.8,2.37,125,2.96,73,93,354.5,329.69,332.65
263,27.8,2.37,125,2.96,72,62,353,218.86,221.82
264,27.8,2.37,125,2.96,72,59,353,208.27,211.23
265,27.8,2.37,125,2.96,69,0,350,0,2.96
266,27.8,2.37,125,2.96,68,0,350,0,2.96
267,27.8,2.37,125,2.96,67,0,350,0,2.96
268,27.8,2.37,125,2.96,67,0,350,0,2.96
269,27.8,2.37,125,2.96,66,0,350,0,2.96
270,27.8,2.37,125,2.96,66,0,350,0,2.96
271,27.8,2.37,125,2.96,70,63,350,220.5,223.46
272,27.8,2.37,125,2.96,71,63,351.5,221.44,224.4
273,27.8,2.37,125,2.96,71,61,351.5,214.41,217.37
274,27.8,2.37,125,2.96,71,62,351.5,217.93,220.89
275,27.8,2.37,125,2.96,72,63,353,222.39,225.35
276,27.8,2.37,125,2.96,73,92,354.5,326.14,329.1
277,27.8,2.37,125,2.96,73,93,354.5,329.69,332.65
278,27.8,2.37,125,2.96,73,63,354.5,223.34,226.3
279,27.8,2.37,125,2.96,72,60,353,211.8,214.76
280,27.8,2.37,125,2.96,73,62,354.5,219.79,222.75
281,27.8,2.37,125,2.96,73,62,354.5,219.79,222.75
282,27.8,2.37,125,2.96,73,59,354.5,209.16,212.12
283,27.8,2.37,125,2.96,70,0,350,0,2.96
284,27.8,2.37,125,2.96,70,0,350,0,2.96
285,27.8,2.37,125,2.96,68,0,350,0,2.96
286,27.8,2.37,125,2.96,67,0,350,0,2.96
287,27.8,2.37,125,2.96,67,0,350,0,2.96
288,27.8,2.37,125,2.96,67,0,350,0,2.96
289,27.8,2.37,125,2.96,67,0,350,0,2.96
290,27.8,2.37,125,2.96,66,0,350,0,2.96
291,27.8,2.37,125,2.96,66,0,350,0,2.96
292,27.8,2.37,125,2.96,66,0,350,0,2.96
293,27.8,2.37,125,2.96,66,0,350,0,2.96
294,27.8,2.37,125,2.96,65,0,350,0,2.96
295,27.8,2.37,125,2.96,65,0,350,0,2.96
296,27.8,2.37,125,2.96,65,0,350,0,2.96
297,27.8,2.37,125,2.96,65,0,350,0,2.96
298,27.8,2.37,125,2.96,65,0,350,0,2.96
299,27.8,2.37,125,2.96,63,0,350,0,2.96
300,27.8,2.37,125,2.96,63,0,350,0,2.96
301,27.8,2.37,125,2.96,68,62,350,217,219.96
302,27.8,2.37,125,2.96,67,1,350,3.5,6.46
303,27.8,2.37,125,2.96,66,0,350,0,2.96
304,27.8,2.37,125,2.96,66,0,350,0,2.96
305,27.8,2.37,125,2.96,63,0,350,0,2.96
306,27.8,2.37,125,2.96,64,7,350,24.5,27.46
307,27.8,2.37,125,2.96,65,7,350,24.5,27.46
308,27.8,2.37,125,2.96,69,74,350,259,261.96
309,27.8,2.37,125,2.96,69,52,350,182,184.96
310,27.8,2.37,125,2.96,70,95,350,332.5,335.46
311,27.8,2.37,125,2.96,71,72,351.5,253.08,256.04
312,27.8,2.37,125,2.96,71,72,351.5,253.08,256.04
313,27.8,2.37,125,2.96,68,0,350,0,2.96
314,27.8,2.37,125,2.96,67,0,350,0,2.96
315,27.8,2.37,125,2.96,65,0,350,0,2.96
316,27.8,2.37,125,2.96,65,0,350,0,2.96
317,27.8,2.37,125,2.96,65,0,350,0,2.96
318,27.8,2.37,125,2.96,65,0,350,0,2.96
319,27.8,2.37,125,2.96,68,72,350,252,254.96
320,27.8,2.37,125,2.96,70,72,350,252,254.96
321,27.8,2.37,125,2.96,71,95,351.5,333.93,336.89
322,27.8,2.37,125,2.96,71,87,351.5,305.81,308.77
323,27.8,2.37,125,2.96,71,72,351.5,253.08,256.04
324,27.8,2.37,125,2.96,71,68,351.5,239.02,241.98
325,27.8,2.37,125,2.96,70,70,350,245,247.96
326,27.8,2.37,125,2.96,71,70,351.5,246.05,249.01
327,27.8,2.37,125,2.96,72,66,353,232.98,235.94
328,27.8,2.37,125,2.96,73,95,354.5,336.77,339.73
329,27.8,2.37,125,2.96,73,94,354.5,333.23,336.19
330,27.8,2.37,125,2.96,72,69,353,243.57,246.53
331,27.8,2.37,125,2.96,73,68,354.5,241.06,244.02
332,27.8,2.37,125,2.96,73,69,354.5,244.6,247.56
333,27.8,2.37,125,2.96,72,50,353,176.5,179.46
334,27.8,2.37,125,2.96,73,66,354.5,233.97,236.93
335,27.8,2.37,125,2.96,70,22,350,77,79.96
336,27.8,2.37,125,2.96,73,62,354.5,219.79,222.75
337,27.8,2.37,125,2.96,70,3,350,10.5,13.46
338,27.8,2.37,125,2.96,70,21,350,73.5,76.46
339,27.8,2.37,125,2.96,73,70,354.5,248.15,251.11
340,27.8,2.37,125,2.96,70,0,350,0,2.96
341,27.8,2.37,125,2.96,72,55,353,194.15,197.11
342,27.8,2.37,125,2.96,73,68,354.5,241.06,244.02
343,27.8,2.37,125,2.96,73,67,354.5,237.51,240.47
344,27.8,2.37,125,2.96,71,14,351.5,49.21,52.17
345,27.8,2.37,125,2.96,70,0,350,0,2.96
346,27.8,2.37,125,2.96,68,0,350,0,2.96
347,27.8,2.37,125,2.96,68,0,350,0,2.96
348,27.8,2.37,125,2.96,67,0,350,0,2.96
349,27.8,2.37,125,2.96,67,0,350,0,2.96
350,27.8,2.37,125,2.96,70,0,350,0,2.96
351,27.8,2.37,125,2.96,73,94,354.5,333.23,336.19
352,27.8,2.37,125,2.96,73,68,354.5,241.06,244.02
353,27.8,2.37,125,2.96,73,71,354.5,251.69,254.65
354,27.8,2.37,125,2.96,73,70,354.5,248.15,251.11
355,27.8,2.37,125,2.96,71,37,351.5,130.06,133.02
356,27.8,2.37,125,2.96,70,0,350,0,2.96
357,27.8,2.37,125,2.96,68,0,350,0,2.96
358,27.8,2.37,125,2.96,68,0,350,0,2.96
359,27.8,2.37,125,2.96,67,0,350,0,2.96
360,27.8,2.37,125,2.96,67,0,350,0,2.96
361,27.8,2.37,125,2.96,68,0,350,0,2.96
362,27.8,2.37,125,2.96,72,69,353,243.57,246.53
363,27.8,2.37,125,2.96,73,95,354.5,336.77,339.73
364,27.8,2.37,125,2.96,74,92,356,327.52,330.48
365,27.8,2.37,125,2.96,74,94,356,334.64,337.6
366,27.8,2.37,125,2.96,75,95,357.5,339.62,342.58
367,27.8,2.37,125,2.96,74,68,356,242.08,245.04
368,27.8,2.37,125,2.96,72,26,353,91.78,94.74
369,27.8,2.37,125,2.96,70,0,350,0,2.96
370,27.8,2.37,125,2.96,69,0,350,0,2.96
371,27.8,2.37,125,2.96,68,0,350,0,2.96
372,27.8,2.37,125,2.96,68,0,350,0,2.96
373,27.8,2.37,125,2.96,68,0,350,0,2.96
374,27.8,2.37,125,2.96,67,0,350,0,2.96
375,27.8,2.37,125,2.96,70,49,350,171.5,174.46
376,27.8,2.37,125,2.96,72,66,353,232.98,235.94
377,27.8,2.37,125,2.96,69,0,350,0,2.96
378,27.8,2.37,125,2.96,68,0,350,0,2.96
379,27.8,2.37,125,2.96,67,0,350,0,2.96
380,27.8,2.37,125,2.96,67,0,350,0,2.96
381,27.8,2.37,125,2.96,66,0,350,0,2.96
382,27.8,2.37,125,2.96,67,49,350,171.5,174.46
383,27.8,2.37,125,2.96,71,66,351.5,231.99,234.95
384,27.8,2.37,125,2.96,71,66,351.5,231.99,234.95
385,27.8,2.37,125,2.96,71,59,351.5,207.38,210.34
386,27.8,2.37,125,2.96,72,67,353,236.51,239.47
387,27.8,2.37,125,2.96,73,94,354.5,333.23,336.19
388,27.8,2.37,125,2.96,73,93,354.5,329.69,332.65
389,27.8,2.37,125,2.96,73,67,354.5,237.51,240.47
390,27.8,2.37,125,2.96,73,67,354.5,237.51,240.47
391,27.8,2.37,125,2.96,73,64,354.5,226.88,229.84
392,27.8,2.37,125,2.96,74,94,356,334.64,337.6
393,27.8,2.37,125,2.96,75,93,357.5,332.48,335.44
394,27.8,2.37,125,2.96,74,65,356,231.4,234.36
395,27.8,2.37,125,2.96,74,64,356,227.84,230.8
396,27.8,2.37,125,2.96,74,64,356,227.84,230.8
397,27.8,2.37,125,2.96,74,61,356,217.16,220.12
398,27.8,2.37,125,2.96,74,63,356,224.28,227.24
399,27.8,2.37,125,2.96,75,63,357.5,225.22,228.18
400,27.8,2.37,125,2.96,71,0,351.5,0,2.96
401,27.8,2.37,125,2.96,70,0,350,0,2.96
402,27.8,2.37,125,2.96,69,0,350,0,2.96
403,27.8,2.37,125,2.96,69,0,350,0,2.96
404,27.8,2.37,125,2.96,68,0,350,0,2.96
405,27.8,2.37,125,2.96,68,0,350,0,2.96
406,27.8,2.37,125,2.96,72,58,353,204.74,207.7
407,27.8,2.37,125,2.96,73,62,354.5,219.79,222.75
408,27.8,2.37,125,2.96,72,61,353,215.33,218.29
409,27.8,2.37,125,2.96,73,58,354.5,205.61,208.57
410,27.8,2.37,125,2.96,73,61,354.5,216.25,219.21
411,27.8,2.37,125,2.96,73,61,354.5,216.25,219.21
412,27.8,2.37,125,2.96,74,61,356,217.16,220.12
413,27.8,2.37,125,2.96,73,61,354.5,216.25,219.21
414,27.8,2.37,125,2.96,75,92,357.5,328.9,331.86
415,27.8,2.37,125,2.96,75,91,357.5,325.32,328.28
416,27.8,2.37,125,2.96,75,59,357.5,210.93,213.89
417,27.8,2.37,125,2.96,75,60,357.5,214.5,217.46
418,27.8,2.37,125,2.96,72,0,353,0,2.96
419,27.8,2.37,125,2.96,71,0,351.5,0,2.96
420,27.8,2.37,125,2.96,69,0,350,0,2.96
421,27.8,2.37,125,2.96,69,0,350,0,2.96
422,27.8,2.37,125,2.96,68,0,350,0,2.96
423,27.8,2.37,125,2.96,69,0,350,0,2.96
424,27.8,2.37,125,2.96,72,56,353,197.68,200.64
425,27.8,2.37,125,2.96,73,57,354.5,202.06,205.02
426,27.8,2.37,125,2.96,73,60,354.5,212.7,215.66
427,27.8,2.37,125,2.96,74,58,356,206.48,209.44
428,27.8,2.37,125,2.96,74,57,356,202.92,205.88
429,27.8,2.37,125,2.96,75,73,357.5,260.98,263.94
430,27.8,2.37,125,2.96,75,92,357.5,328.9,331.86
431,27.8,2.37,125,2.96,75,70,357.5,250.25,253.21
432,27.8,2.37,125,2.96,75,60,357.5,214.5,217.46
433,27.8,2.37,125,2.96,75,57,357.5,203.78,206.74
434,27.8,2.37,125,2.96,75,56,357.5,200.2,203.16
435,27.8,2.37,125,2.96,75,59,357.5,210.93,213.89
436,27.8,2.37,125,2.96,75,59,357.5,210.93,213.89
437,27.8,2.37,125,2.96,72,0,353,0,2.96
438,27.8,2.37,125,2.96,71,0,351.5,0,2.96
439,27.8,2.37,125,2.96,70,0,350,0,2.96
440,27.8,2.37,125,2.96,69,0,350,0,2.96
441,27.8,2.37,125,2.96,69,0,350,0,2.96
442,27.8,2.37,125,2.96,69,0,350,0,2.96
443,27.8,2.37,125,2.96,68,0,350,0,2.96
444,27.8,2.37,125,2.96,73,60,354.5,212.7,215.66
445,27.8,2.37,125,2.96,73,60,354.5,212.7,215.66
446,27.8,2.37,125,2.96,70,0,350,0,2.96
447,27.8,2.37,125,2.96,69,0,350,0,2.96
448,27.8,2.37,125,2.96,67,0,350,0,2.96
449,27.8,2.37,125,2.96,68,6,350,21,23.96
450,27.8,2.37,125,2.96,67,7,350,24.5,27.46
451,27.8,2.37,125,2.96,71,72,351.5,253.08,256.04
452,27.8,2.37,125,2.96,73,71,354.5,251.69,254.65
453,27.8,2.37,125,2.96,74,95,356,338.2,341.16
454,27.8,2.37,125,2.96,75,95,357.5,339.62,342.58
455,27.8,2.37,125,2.96,74,66,356,234.96,237.92
456,27.8,2.37,125,2.96,71,4,351.5,14.06,17.02
457,27.8,2.37,125,2.96,70,0,350,0,2.96
458,27.8,2.37,125,2.96,69,0,350,0,2.96
459,27.8,2.37,125,2.96,68,0,350,0,2.96
460,27.8,2.37,125,2.96,68,0,350,0,2.96
461,27.8,2.37,125,2.96,68,0,350,0,2.96
462,27.8,2.37,125,2.96,68,8,350,28,30.96
463,27.8,2.37,125,2.96,72,69,353,243.57,246.53
464,27.8,2.37,125,2.96,73,94,354.5,333.23,336.19
465,27.8,2.37,125,2.96,74,95,356,338.2,341.16
466,27.8,2.37,125,2.96,74,70,356,249.2,252.16
467,27.8,2.37,125,2.96,74,69,356,245.64,248.6
468,27.8,2.37,125,2.96,75,69,357.5,246.68,249.64
469,27.8,2.37,125,2.96,71,13,351.5,45.7,48.66
470,27.8,2.37,125,2.96,74,63,356,224.28,227.24
471,27.8,2.37,125,2.96,75,90,357.5,321.75,324.71
